日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	
EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	AD	2014-02-15T07:00:00	139.425	139.481	139.425	139.481	139.383	
122.981	123.101	122.999	123.168	122.948	123.070	120760.90	2013-03-20T18:00:00	122.928	
123.065	122.879	123.031	122.898	123.035	122.847	122.999	120245.22	2013-03-20T17:30:00	
123.240	123.269	122.801	122.928	123.220	123.242	122.769	122.898	118452.16	
2013-03-20T17:00:00	122.952	123.250	122.835	123.240	122.923	123.221	122.803	123.220	
120583.07	2013-03-20T16:30:00	122.976	123.074	122.861	122.952	122.946	123.044	122.829	
122.923	114862.57	2013-03-20T16:00:00	122.649	123.005	122.567	122.976	122.618	122.979	
122.537	122.946	115339.53	2013-03-20T15:30:00	122.495	122.694	122.487	122.649	122.463	
122.665	122.458	122.618	111541.25	2013-03-20T15:00:00	122.416	122.525	122.367	122.495	
122.384	122.495	122.337	122.463	110226.19	2013-03-20T14:30:00	122.335	122.430	122.329	
122.416	122.303	122.400	122.298	122.384	109421.84	2013-03-20T14:00:00	122.360	122.413	
122.292	122.335	122.328	122.383	122.262	122.303	108738.31	2013-03-20T13:30:00	122.428	
122.446	122.342	122.360	122.404	122.416	122.313	122.328	109200.50	2013-03-20T13:00:00	
122.417	122.435	122.351	122.428	122.387	122.406	122.319	122.404	110189.90	
2013-03-20T12:30:00	122.405	122.431	122.374	122.417	122.377	122.401	122.343	122.387	
109404.74	2013-03-20T12:00:00	122.337	122.472	122.289	122.405	122.306	122.441	122.257	
122.377	108822.84	2013-03-20T11:30:00	122.285	122.349	122.240	122.337	122.255	122.321	
122.212	122.306	108242.76	2013-03-20T11:00:00	122.297	122.359	122.265	122.285	122.265	
122.331	122.233	122.255	107176.62	2013-03-20T10:30:00	122.220	122.304	122.171	122.297	
122.193	122.274	122.142	122.265	108135.40	2013-03-20T10:00:00	122.183	122.238	122.044	
122.220	122.153	122.208	122.016	122.193	106797.62	2013-03-20T09:30:00	122.344	122.346	
122.136	122.183	122.316	122.316	122.105	122.153	105052.75	2013-03-20T09:00:00	122.307	
122.364	122.267	122.344	122.277	122.334	122.237	122.316	106206.56	2013-03-20T08:30:00	
122.232	122.317	122.188	122.307	122.201	122.289	122.156	122.277	105124.28	
2013-03-20T08:00:00	122.188	122.310	122.184	122.232	122.158	122.279	122.153	122.201	
104091.65	2013-03-20T07:30:00	122.442	122.457	122.187	122.188	122.411	122.426	122.156	
122.158	104597.84	2013-03-20T07:00:00	122.439	122.501	122.413	122.442	122.389	122.471	
122.371	122.411	106290.39	2013-03-20T06:30:00	122.403	122.476	122.353	122.439	122.356	
122.449	122.322	122.389	106700.19	2013-03-20T06:00:00	122.637	122.672	122.364	122.403	
122.578	122.589	122.321	122.356	106634.60	2013-03-20T05:30:00	122.567	122.658	122.519	
122.637	122.525	122.626	122.482	122.578	107219.74	2013-03-20T05:00:00	122.500	122.669	
122.500	122.567	122.469	122.634	122.469	122.525	106544.07	2013-03-20T04:30:00	122.349	
122.629	122.246	122.500	122.316	122.592	122.210	122.469	107241.42	2013-03-20T04:00:00	
122.453	122.783	122.010	122.349	122.421	122.758	121.975	122.316	106022.76	
2013-03-20T03:30:00	122.392	122.614	122.326	122.453	122.362	122.594	122.294	122.421	
106740.34	2013-03-20T03:00:00	122.262	122.605	122.029	122.392	122.230	122.560	121.997	
122.362	107347.84	2013-03-20T02:30:00	121.953	122.269	121.847	122.262	121.921	122.241	
121.815	122.230	106006.21	2013-03-20T02:00:00	122.101	122.136	121.858	121.953	122.072	
122.111	121.818	121.921	101907.41	2013-03-20T01:30:00	122.520	122.524	122.084	122.101	
122.493	122.494	122.054	122.072	103691.95	2013-03-20T01:00:00	122.241	122.534	122.031	
122.520	122.214	122.510	122.002	122.493	108607.90	2013-03-20T00:30:00	123.015	123.065	
122.163	122.241	122.985	123.034	122.130	122.214	100345.55	2013-03-20T00:00:00	123.062	
123.170	122.844	123.015	123.032	123.142	122.815	122.985	107415.71	2013-03-19T23:30:00	
123.216	123.274	122.881	123.062	123.186	123.246	122.851	123.032	107221.98	
2013-03-19T23:00:00	123.483	123.592	123.155	123.216	123.453	123.562	123.123	123.186	
107875.38	2013-03-19T22:30:00	123.397	123.552	123.296	123.483	123.367	123.525	123.265	
123.453	111587.89	2013-03-19T22:00:00	123.572	123.610	123.379	123.397	123.543	123.580	
123.347	123.367	109750.18	2013-03-19T21:30:00	123.628	123.694	123.446	123.572	123.596	
123.664	123.417	123.543	112419.05	2013-03-19T21:00:00	123.440	123.722	123.440	123.628	
123.411	123.694	123.408	123.596	112351.56	2013-03-19T20:30:00	123.441	123.537	123.364	
123.440	123.409	123.506	123.334	123.411	111191.32	2013-03-19T20:00:00	123.238	123.459	
123.238	123.441	123.210	123.438	123.209	123.409	111479.84	2013-03-19T19:30:00	123.342	
123.363	123.168	123.238	123.315	123.333	123.138	123.210	109403.95	2013-03-19T19:00:00	
123.421	123.656	123.333	123.342	123.308	123.608	123.306	123.315	110303.38	
2013-03-19T18:30:00	123.390	123.479	123.266	123.421	123.358	123.449	123.234	123.308	
114461.81	2013-03-19T18:00:00	123.412	123.576	123.198	123.390	123.382	123.547	123.151	
123.358	115590.53	2013-03-19T17:30:00	123.363	123.449	123.162	123.412	123.333	123.417	
123.136	123.382	115391.62	2013-03-19T17:00:00	123.598	123.601	123.253	123.363	123.570	
123.572	123.222	123.333	112427.11	2013-03-19T16:30:00	123.650	123.681	123.489	123.598	
123.619	123.652	123.455	123.570	113976.64	2013-03-19T16:00:00	123.739	123.892	123.639	
123.650	123.707	123.862	123.609	123.619	113524.86	2013-03-19T15:30:00	123.538	123.770	
123.471	123.739	123.511	123.741	123.441	123.707	116407.43	2013-03-19T15:00:00	123.682	
123.690	123.429	123.538	123.653	123.659	123.398	123.511	114345.72	2013-03-19T14:30:00	
123.808	124.024	123.650	123.682	123.778	123.994	123.618	123.653	114864.42	
2013-03-19T14:00:00	123.848	123.899	123.784	123.808	123.818	123.867	123.755	123.778	
117127.68	2013-03-19T13:30:00	123.855	123.914	123.818	123.848	123.824	123.883	123.788	
123.818	117900.23	2013-03-19T13:00:00	123.799	123.902	123.771	123.855	123.768	123.872	
123.744	123.824	118354.49	2013-03-19T12:30:00	123.923	123.970	123.772	123.799	123.891	
123.943	123.743	123.768	117944.24	2013-03-19T12:00:00	124.031	124.039	123.888	123.923	
124.000	124.012	123.856	123.891	119353.49	2013-03-19T11:30:00	124.027	124.049	123.946	
124.031	123.999	124.019	123.914	124.000	120287.37	2013-03-19T11:00:00	123.917	124.145	
123.866	124.027	123.890	124.116	123.837	123.999	119141.99	2013-03-19T10:30:00	123.772	
123.947	123.739	123.917	123.741	123.918	123.709	123.890	118679.24	2013-03-19T10:00:00	
123.761	123.807	123.637	123.772	123.733	123.784	123.608	123.741	116531.39	
2013-03-19T09:30:00	123.616	123.850	123.585	123.761	123.586	123.814	123.553	123.733	
115117.47	2013-03-19T09:00:00	123.448	123.617	123.448	123.616	123.417	123.590	123.417	
123.586	113768.64	2013-03-19T08:30:00	123.367	123.476	123.362	123.448	123.335	123.448	
123.329	123.417	110603.12	2013-03-19T08:00:00	123.456	123.465	123.343	123.367	123.425	
123.436	123.312	123.335	109867.39	2013-03-19T07:30:00	123.461	123.516	123.432	123.456	
123.432	123.486	123.401	123.425	110966.31	2013-03-19T07:00:00	123.490	123.514	123.397	
123.461	123.452	123.485	123.381	123.432	111671.92	2013-03-19T06:30:00	123.352	123.547	
123.351	123.490	123.306	123.533	123.303	123.452	111711.84	2013-03-19T06:00:00	123.393	
123.427	123.246	123.352	123.351	123.352	123.197	123.306	111503.70	2013-03-19T05:30:00	
123.436	123.461	123.386	123.393	123.406	123.432	123.348	123.351	111313.48	
2013-03-19T05:00:00	123.158	123.705	123.136	123.436	123.126	123.676	123.104	123.406	
112456.55	2013-03-19T04:30:00	123.164	123.258	122.891	123.158	123.132	123.226	122.859	
123.126	112229.09	2013-03-19T04:00:00	123.571	123.633	123.131	123.164	123.543	123.603	
123.099	123.132	110889.90	2013-03-19T03:30:00	123.845	123.877	123.545	123.571	123.817	
123.847	123.517	123.543	113749.07	2013-03-19T03:00:00	123.611	123.967	123.581	123.845	
123.581	123.939	123.549	123.817	115964.64	2013-03-19T02:30:00	123.372	123.646	123.353	
123.611	123.346	123.615	123.321	123.581	114304.74	2013-03-19T02:00:00	123.492	123.524	
123.372	123.372	123.464	123.496	123.345	123.346	111502.80	2013-03-19T01:30:00	123.371	
123.588	123.346	123.492	123.341	123.559	123.316	123.464	113715.10	2013-03-19T01:00:00	
122.990	123.593	122.984	123.371	122.959	123.560	122.955	123.341	113017.38	
2013-03-19T00:30:00	123.152	123.207	122.953	122.990	123.123	123.179	122.924	122.959	
111668.40	2013-03-19T00:00:00	123.131	123.184	122.981	123.152	123.101	123.154	122.952	
123.123	114407.85	2013-03-18T23:30:00	123.162	123.345	123.035	123.131	123.130	123.314	
123.007	123.101	112117.95	2013-03-18T23:00:00	122.868	123.259	122.700	123.162	122.840	
123.225	122.673	123.130	114081.26	2013-03-18T22:30:00	122.684	122.914	122.600	122.868	
122.656	122.884	122.571	122.840	110212.71	2013-03-18T22:00:00	123.084	123.094	122.590	
122.684	123.053	123.064	122.562	122.656	106650.09	2013-03-18T21:30:00	123.049	123.196	
122.966	123.084	123.019	123.166	122.934	123.053	109741.30	2013-03-18T21:00:00	123.055	
123.243	123.020	123.049	123.026	123.218	122.988	123.019	109644.97	2013-03-18T20:30:00	
122.997	123.183	122.967	123.055	122.966	123.154	122.937	123.026	112484.17	
2013-03-18T20:00:00	122.894	123.100	122.886	122.997	122.867	123.070	122.859	122.966	
112967.80	2013-03-18T19:30:00	122.804	123.038	122.737	122.894	122.772	123.009	122.710	
122.867	112920.83	2013-03-18T19:00:00	123.129	123.239	122.768	122.804	123.099	123.209	
122.736	122.772	112678.82	2013-03-18T18:30:00	123.040	123.311	123.007	123.129	123.012	
123.281	122.975	123.099	116007.21	2013-03-18T18:00:00	123.239	123.320	122.965	123.040	
123.212	123.288	122.933	123.012	116770.30	2013-03-18T17:30:00	122.820	123.383	122.749	
123.239	122.788	123.353	122.722	123.212	119375.14	2013-03-18T17:00:00	122.431	122.943	
122.431	122.820	122.403	122.917	122.403	122.788	115950.41	2013-03-18T16:30:00	122.143	
122.510	121.957	122.431	122.112	122.483	121.926	122.403	112678.69	2013-03-18T16:00:00	
121.927	122.182	121.737	122.143	121.896	122.152	121.705	122.112	109333.77	
2013-03-18T15:30:00	121.826	121.964	121.753	121.927	121.797	121.934	121.722	121.896	
105658.84	2013-03-18T15:00:00	121.867	121.887	121.656	121.826	121.836	121.856	121.626	
121.797	103863.90	2013-03-18T14:30:00	121.963	122.004	121.726	121.867	121.934	121.974	
121.694	121.836	101791.41	2013-03-18T14:00:00	122.192	122.221	121.851	121.963	122.161	
122.195	121.823	121.934	101737.42	2013-03-18T13:30:00	122.302	122.306	122.169	122.192	
122.270	122.276	122.138	122.161	102932.59	2013-03-18T13:00:00	122.280	122.323	122.221	
122.302	122.251	122.293	122.189	122.270	104215.25	2013-03-18T12:30:00	122.186	122.293	
122.163	122.280	122.157	122.263	122.131	122.251	103240.41	2013-03-18T12:00:00	122.166	
122.237	122.121	122.186	122.135	122.208	122.090	122.157	101776.68	2013-03-18T11:30:00	
122.150	122.230	122.120	122.166	122.120	122.205	122.088	122.135	101581.97	
2013-03-18T11:00:00	122.298	122.370	122.057	122.150	122.269	122.340	122.026	122.120	
101978.28	2013-03-18T10:30:00	122.278	122.330	122.119	122.298	122.248	122.303	122.090	
122.269	103183.30	2013-03-18T10:00:00	122.565	122.581	122.246	122.278	122.536	122.553	
122.214	122.248	100958.61	2013-03-18T09:30:00	122.567	122.573	122.468	122.565	122.535	
122.546	122.435	122.536	104394.47	2013-03-18T09:00:00	122.354	122.584	122.274	122.567	
122.325	122.558	122.245	122.535	102212.11	2013-03-18T08:30:00	122.557	122.567	122.307	
122.354	122.527	122.538	122.275	122.325	99164.22	2013-03-18T08:00:00	122.445	122.728	
122.440	122.557	122.408	122.696	122.407	122.527	101477.82	2013-03-18T07:30:00	122.500	
122.606	122.272	122.445	122.463	122.574	122.238	122.408	102138.39	2013-03-18T07:00:00	
122.188	122.563	122.171	122.500	122.078	122.531	122.078	122.463	102084.96	
2013-03-18T06:30:00	122.150	122.438	121.990	122.188	122.068	122.367	121.908	122.078	
97291.47	2013-03-18T06:00:00	121.872	122.213	121.637	122.150	121.699	122.135	121.555	
122.068	98216.51	2013-03-18T05:30:00	122.113	122.280	121.827	121.872	121.955	122.165	
121.698	121.699	95434.39	2013-03-18T05:00:00	122.251	122.331	122.061	122.113	122.073	
122.172	121.877	121.955	95925.28	2013-03-18T04:30:00	122.057	122.280	121.961	122.251	
121.864	122.110	121.782	122.073	96036.01	2013-03-18T04:00:00	122.136	122.266	121.886	
122.057	121.937	122.105	121.707	121.864	95661.21	2013-03-18T03:30:00	124.612	124.612	
121.965	122.136	124.549	124.549	121.768	121.937	95704.68	2013-03-16T05:30:00	124.538	
124.681	124.517	124.612	124.496	124.621	124.464	124.549	95715.23	2013-03-16T05:00:00	
124.565	124.710	124.504	124.538	124.531	124.660	124.470	124.496	95611.06	
2013-03-16T04:30:00	124.569	124.660	124.542	124.565	124.537	124.632	124.510	124.531	
96599.58	2013-03-16T04:00:00	124.622	124.735	124.517	124.569	124.589	124.707	124.483	
124.537	97922.85	2013-03-16T03:30:00	124.682	124.723	124.453	124.622	124.650	124.694	
124.421	124.589	98979.80	2013-03-16T03:00:00	124.712	124.848	124.653	124.682	124.679	
124.818	124.621	124.650	98304.11	2013-03-16T02:30:00	124.709	124.863	124.706	124.712	
124.678	124.834	124.674	124.679	100352.42	2013-03-16T02:00:00	124.501	124.709	124.501	
124.709	124.475	124.679	124.473	124.678	102776.79	2013-03-16T01:30:00	124.470	124.624	
124.438	124.501	124.439	124.594	124.406	124.475	99211.74	2013-03-16T01:00:00	124.276	
124.547	124.227	124.470	124.246	124.517	124.194	124.439	100204.03	2013-03-16T00:30:00	
124.888	124.958	124.265	124.276	124.857	124.929	124.237	124.246	97147.88	
2013-03-16T00:00:00	124.689	124.904	124.617	124.888	124.660	124.874	124.588	124.857	
103302.51	2013-03-15T23:30:00	125.075	125.075	124.597	124.689	125.043	125.043	124.567	
124.660	98702.19	2013-03-15T23:00:00	125.148	125.149	124.885	125.075	125.116	125.120	
124.855	125.043	102937.65	2013-03-15T22:30:00	125.354	125.361	125.058	125.148	125.322	
125.331	125.033	125.116	99870.70	2013-03-15T22:00:00	125.678	125.747	125.322	125.354	
125.646	125.705	125.291	125.322	103474.13	2013-03-15T21:30:00	125.565	125.807	125.436	
125.678	125.513	125.779	125.406	125.646	109204.75	2013-03-15T21:00:00	125.419	125.576	
125.416	125.565	125.389	125.546	125.385	125.513	107363.38	2013-03-15T20:30:00	125.493	
125.608	125.383	125.419	125.463	125.580	125.354	125.389	105564.87	2013-03-15T20:00:00	
125.557	125.659	125.444	125.493	125.527	125.629	125.412	125.463	108145.77	
2013-03-15T19:30:00	125.638	125.655	125.494	125.557	125.609	125.626	125.462	125.527	
109635.47	2013-03-15T19:00:00	125.602	125.756	125.549	125.638	125.572	125.730	125.520	
125.609	110195.23	2013-03-15T18:30:00	125.271	125.624	125.255	125.602	125.239	125.593	
125.225	125.572	110860.22	2013-03-15T18:00:00	124.997	125.293	124.985	125.271	124.965	
125.262	124.953	125.239	107302.57	2013-03-15T17:30:00	125.068	125.069	124.927	124.997	
125.041	125.041	124.897	124.965	104062.30	2013-03-15T17:00:00	125.200	125.200	125.001	
125.068	125.170	125.170	124.971	125.041	104236.03	2013-03-15T16:30:00	125.135	125.205	
125.082	125.200	125.103	125.178	125.052	125.170	105280.24	2013-03-15T16:00:00	125.215	
125.232	125.068	125.135	125.183	125.202	125.038	125.103	102547.70	2013-03-15T15:30:00	
125.125	125.259	125.087	125.215	125.095	125.232	125.061	125.183	103376.76	
2013-03-15T15:00:00	125.159	125.251	125.095	125.125	125.131	125.222	125.063	125.095	
102659.57	2013-03-15T14:30:00	125.170	125.210	125.126	125.159	125.138	125.182	125.094	
125.131	104140.73	2013-03-15T14:00:00	125.245	125.247	125.164	125.170	125.215	125.218	
125.132	125.138	104468.93	2013-03-15T13:30:00	125.254	125.323	125.232	125.245	125.222	
125.296	125.205	125.215	106327.54	2013-03-15T13:00:00	125.114	125.352	125.108	125.254	
125.084	125.323	125.079	125.222	107561.07	2013-03-15T12:30:00	125.064	125.142	125.043	
125.114	125.034	125.115	125.012	125.084	106979.09	2013-03-15T12:00:00	125.080	125.154	
125.026	125.064	125.050	125.124	124.996	125.034	106163.87	2013-03-15T11:30:00	124.978	
125.095	124.978	125.080	124.949	125.066	124.949	125.050	106959.71	2013-03-15T11:00:00	
124.910	125.035	124.906	124.978	124.882	125.005	124.876	124.949	105729.03	
2013-03-15T10:30:00	124.949	125.010	124.858	124.910	124.917	124.969	124.828	124.882	
105422.11	2013-03-15T10:00:00	125.061	125.192	124.838	124.949	125.029	125.162	124.809	
124.917	106153.96	2013-03-15T09:30:00	125.023	125.092	124.986	125.061	124.991	125.063	
124.956	125.029	108027.71	2013-03-15T09:00:00	124.864	125.061	124.862	125.023	124.832	
125.032	124.830	124.991	107009.70	2013-03-15T08:30:00	124.982	125.026	124.864	124.864	
124.953	124.996	124.832	124.832	105365.94	2013-03-15T08:00:00	125.028	125.086	124.982	
124.982	124.996	125.056	124.952	124.953	107301.94	2013-03-15T07:30:00	125.020	125.055	
124.981	125.028	124.988	125.025	124.949	124.996	108543.59	2013-03-15T07:00:00	125.009	
125.024	124.913	125.020	124.965	124.994	124.881	124.988	108280.23	2013-03-15T06:30:00	
124.975	125.009	124.912	125.009	124.928	124.971	124.869	124.965	106951.14	
2013-03-15T06:00:00	125.006	125.059	124.966	124.975	124.968	124.968	124.921	124.928	
106335.26	2013-03-15T05:30:00	124.955	125.024	124.937	125.006	124.925	124.988	124.907	
124.968	106618.21	2013-03-15T05:00:00	124.997	125.000	124.910	124.955	124.965	124.970	
124.878	124.925	106001.69	2013-03-15T04:30:00	124.996	125.049	124.975	124.997	124.967	
125.019	124.949	124.965	105963.56	2013-03-15T04:00:00	124.878	125.012	124.838	124.996	
124.849	124.984	124.809	124.967	106945.59	2013-03-15T03:30:00	124.824	124.906	124.791	
124.878	124.795	124.876	124.760	124.849	104937.75	2013-03-15T03:00:00	124.735	124.890	
124.715	124.824	124.705	124.860	124.687	124.795	103749.06	2013-03-15T02:30:00	124.839	
124.848	124.721	124.735	124.812	124.816	124.689	124.705	103094.12	2013-03-15T02:00:00	
124.798	124.930	124.584	124.839	124.767	124.903	124.554	124.812	105676.33	
2013-03-15T01:30:00	124.790	124.894	124.585	124.798	124.762	124.864	124.559	124.767	
102819.62	2013-03-15T01:00:00	124.779	124.868	124.693	124.790	124.751	124.838	124.661	
124.762	100466.42	2013-03-15T00:30:00	124.864	124.939	124.734	124.779	124.834	124.909	
124.703	124.751	99673.20	2013-03-15T00:00:00	124.697	124.955	124.672	124.864	124.666	
124.926	124.641	124.834	101978.39	2013-03-14T23:30:00	124.665	124.822	124.626	124.697	
124.635	124.794	124.594	124.666	100222.06	2013-03-14T23:00:00	124.774	124.848	124.522	
124.665	124.747	124.820	124.498	124.635	101631.58	2013-03-14T22:30:00	124.810	124.846	
124.667	124.774	124.778	124.817	124.635	124.747	102479.18	2013-03-14T22:00:00	124.836	
124.904	124.784	124.810	124.805	124.874	124.752	124.778	101410.03	2013-03-14T21:30:00	
124.669	124.843	124.603	124.836	124.617	124.818	124.572	124.805	103990.27	
2013-03-14T21:00:00	124.701	124.796	124.593	124.669	124.670	124.766	124.564	124.617	
98389.22	2013-03-14T20:30:00	124.580	124.750	124.549	124.701	124.548	124.720	124.519	
124.670	100360.07	2013-03-14T20:00:00	124.618	124.659	124.544	124.580	124.588	124.629	
124.516	124.548	98612.41	2013-03-14T19:30:00	124.596	124.690	124.511	124.618	124.566	
124.661	124.481	124.588	100213.37	2013-03-14T19:00:00	124.829	124.903	124.527	124.596	
124.798	124.873	124.496	124.566	99626.30	2013-03-14T18:30:00	124.873	124.931	124.778	
124.829	124.842	124.906	124.748	124.798	102188.04	2013-03-14T18:00:00	124.931	124.999	
124.765	124.873	124.904	124.969	124.733	124.842	103312.43	2013-03-14T17:30:00	124.968	
125.259	124.892	124.931	124.937	125.229	124.860	124.904	103612.33	2013-03-14T17:00:00	
124.651	125.128	124.583	124.968	124.619	125.098	124.554	124.937	107512.06	
2013-03-14T16:30:00	124.706	124.807	124.634	124.651	124.675	124.781	124.609	124.619	
104797.87	2013-03-14T16:00:00	124.405	124.730	124.364	124.706	124.373	124.700	124.332	
124.675	107966.01	2013-03-14T15:30:00	124.316	124.411	124.297	124.405	124.285	124.382	
124.266	124.373	104615.77	2013-03-14T15:00:00	124.282	124.371	124.260	124.316	124.250	
124.343	124.228	124.285	103004.69	2013-03-14T14:30:00	124.300	124.377	124.266	124.282	
124.269	124.347	124.234	124.250	103026.99	2013-03-14T14:00:00	124.359	124.419	124.287	
124.300	124.332	124.392	124.257	124.269	104395.39	2013-03-14T13:30:00	124.276	124.431	
124.264	124.359	124.245	124.402	124.233	124.332	106066.15	2013-03-14T13:00:00	124.276	
124.328	124.188	124.276	124.244	124.301	124.156	124.245	105675.42	2013-03-14T12:30:00	
124.310	124.346	124.237	124.276	124.278	124.317	124.207	124.244	105107.14	
2013-03-14T12:00:00	124.264	124.323	124.212	124.310	124.233	124.293	124.180	124.278	
105924.01	2013-03-14T11:30:00	124.232	124.281	124.164	124.264	124.201	124.251	124.132	
124.233	105123.39	2013-03-14T11:00:00	124.239	124.263	124.131	124.232	124.207	124.233	
124.099	124.201	103941.86	2013-03-14T10:30:00	124.177	124.303	124.069	124.239	124.144	
124.273	124.038	124.207	102544.99	2013-03-14T10:00:00	124.464	124.486	124.169	124.177	
124.433	124.457	124.138	124.144	101140.25	2013-03-14T09:30:00	124.498	124.520	124.320	
124.464	124.466	124.490	124.288	124.433	104745.33	2013-03-14T09:00:00	124.453	124.528	
124.437	124.498	124.423	124.499	124.407	124.466	102997.97	2013-03-14T08:30:00	124.502	
124.520	124.425	124.453	124.472	124.493	124.394	124.423	102482.21	2013-03-14T08:00:00	
124.462	124.572	124.451	124.502	124.430	124.542	124.420	124.472	103119.16	
2013-03-14T07:30:00	124.551	124.580	124.460	124.462	124.519	124.550	124.428	124.430	
103301.37	2013-03-14T07:00:00	124.537	124.610	124.512	124.551	124.498	124.580	124.478	
124.519	104512.32	2013-03-14T06:30:00	124.550	124.580	124.504	124.537	124.501	124.542	
124.465	124.498	104849.97	2013-03-14T06:00:00	124.604	124.649	124.543	124.550	124.558	
124.577	124.496	124.501	105012.97	2013-03-14T05:30:00	124.603	124.640	124.547	124.604	
124.572	124.609	124.518	124.558	105252.26	2013-03-14T05:00:00	124.415	124.610	124.405	
124.603	124.385	124.580	124.375	124.572	105443.74	2013-03-14T04:30:00	124.399	124.564	
124.394	124.415	124.368	124.535	124.362	124.385	103380.41	2013-03-14T04:00:00	124.470	
124.502	124.360	124.399	124.441	124.473	124.329	124.368	104491.11	2013-03-14T03:30:00	
124.528	124.528	124.411	124.470	124.496	124.502	124.381	124.441	105387.15	
2013-03-14T03:00:00	124.611	124.617	124.500	124.528	124.579	124.595	124.468	124.496	
105401.96	2013-03-14T02:30:00	124.482	124.615	124.469	124.611	124.450	124.587	124.437	
124.579	106425.03	2013-03-14T02:00:00	124.507	124.605	124.438	124.482	124.480	124.577	
124.407	124.450	104454.34	2013-03-14T01:30:00	124.430	124.525	124.385	124.507	124.400	
124.495	124.353	124.480	105953.00	2013-03-14T01:00:00	124.332	124.454	124.233	124.430	
124.303	124.424	124.201	124.400	103858.12	2013-03-14T00:30:00	124.411	124.558	124.322	
124.332	124.380	124.529	124.297	124.303	100547.25	2013-03-14T00:00:00	124.371	124.561	
124.364	124.411	124.340	124.531	124.332	124.380	104847.68	2013-03-13T23:30:00	124.246	
124.495	124.246	124.371	124.218	124.467	124.218	124.340	107177.34	2013-03-13T23:00:00	
124.482	124.522	124.186	124.246	124.450	124.491	124.166	124.218	107262.54	
2013-03-13T22:30:00	124.805	124.854	124.380	124.482	124.779	124.826	124.348	124.450	
111610.46	2013-03-13T22:00:00	124.422	124.812	124.350	124.805	124.392	124.785	124.321	
124.779	116222.61	2013-03-13T21:30:00	124.648	124.936	124.357	124.422	124.619	124.869	
124.327	124.392	109279.93	2013-03-13T21:00:00	124.470	124.694	124.440	124.648	124.440	
124.663	124.409	124.619	116267.96	2013-03-13T20:30:00	124.382	124.600	124.339	124.470	
124.350	124.572	124.311	124.440	113672.74	2013-03-13T20:00:00	124.507	124.591	124.336	
124.382	124.478	124.561	124.305	124.350	113708.72	2013-03-13T19:30:00	124.778	124.826	
124.466	124.507	124.746	124.796	124.437	124.478	116185.75	2013-03-13T19:00:00	124.740	
124.889	124.683	124.778	124.708	124.859	124.654	124.746	118884.76	2013-03-13T18:30:00	
124.782	124.815	124.675	124.740	124.750	124.785	124.643	124.708	119301.79	
2013-03-13T18:00:00	124.810	124.861	124.684	124.782	124.780	124.829	124.652	124.750	
119564.78	2013-03-13T17:30:00	124.913	124.986	124.807	124.810	124.882	124.958	124.775	
124.780	119094.50	2013-03-13T17:00:00	124.732	124.954	124.721	124.913	124.704	124.921	
124.692	124.882	123625.59	2013-03-13T16:30:00	124.825	124.904	124.640	124.732	124.795	
124.872	124.609	124.704	120282.49	2013-03-13T16:00:00	124.935	124.957	124.729	124.825	
124.907	124.930	124.701	124.795	121824.37	2013-03-13T15:30:00	124.885	124.953	124.839	
124.935	124.855	124.926	124.808	124.907	122459.96	2013-03-13T15:00:00	124.819	124.885	
124.787	124.885	124.787	124.855	124.758	124.855	121261.32	2013-03-13T14:30:00	124.700	
124.856	124.689	124.819	124.671	124.828	124.657	124.787	119435.32	2013-03-13T14:00:00	
124.821	124.893	124.671	124.700	124.791	124.863	124.641	124.671	118213.78	
2013-03-13T13:30:00	124.895	124.913	124.787	124.821	124.865	124.887	124.755	124.791	
120465.73	2013-03-13T13:00:00	124.780	124.983	124.757	124.895	124.750	124.954	124.730	
124.865	121331.63	2013-03-13T12:30:00	124.955	125.004	124.748	124.780	124.924	124.973	
124.720	124.750	120766.49	2013-03-13T12:00:00	124.992	125.026	124.887	124.955	124.960	
124.996	124.855	124.924	123775.16	2013-03-13T11:30:00	124.965	125.026	124.939	124.992	
124.933	124.996	124.908	124.960	123819.47	2013-03-13T11:00:00	125.126	125.144	124.942	
124.965	125.096	125.117	124.910	124.933	123479.11	2013-03-13T10:30:00	125.141	125.221	
125.055	125.126	125.111	125.192	125.024	125.096	125495.11	2013-03-13T10:00:00	125.157	
125.239	125.098	125.141	125.125	125.209	125.067	125.111	125854.54	2013-03-13T09:30:00	
124.967	125.173	124.960	125.157	124.937	125.143	124.928	125.125	126761.89	
2013-03-13T09:00:00	124.901	125.023	124.837	124.967	124.870	124.995	124.805	124.937	
124189.29	2013-03-13T08:30:00	124.939	124.966	124.755	124.901	124.907	124.937	124.725	
124.870	122938.30	2013-03-13T08:00:00	124.927	125.024	124.885	124.939	124.900	124.992	
124.854	124.907	122122.24	2013-03-13T07:30:00	125.042	125.042	124.908	124.927	125.012	
125.012	124.874	124.900	122634.01	2013-03-13T07:00:00	125.068	125.133	124.981	125.042	
125.028	125.107	124.947	125.012	123571.28	2013-03-13T06:30:00	125.191	125.203	125.000	
125.068	125.143	125.160	124.949	125.028	123804.53	2013-03-13T06:00:00	125.246	125.263	
