日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CHO	2014-02-15T07:00:00	
120.095	119.902	119.962	418.36	2013-04-02T00:30:00	119.977	120.078	119.922	119.972	
119.947	120.048	119.888	119.941	178.71	2013-04-02T00:00:00	119.840	120.020	119.723	
119.977	119.807	119.990	119.698	119.947	582.75	2013-04-01T23:30:00	120.134	120.170	
119.793	119.840	120.100	120.141	119.759	119.807	-301.03	2013-04-01T23:00:00	120.030	
120.171	119.809	120.134	119.928	120.139	119.763	120.100	-262.81	2013-04-01T22:30:00	
120.042	120.077	119.957	120.030	120.019	120.046	119.924	119.928	-432.18	
2013-04-01T22:00:00	120.133	120.163	120.028	120.042	120.104	120.132	119.999	120.019	
335.66	2013-04-01T21:30:00	120.247	120.253	120.073	120.133	120.217	120.222	120.042	
120.104	192.20	2013-04-01T21:00:00	120.104	120.250	120.026	120.247	120.070	120.221	
119.994	120.217	117.59	2013-04-01T20:30:00	120.239	120.269	120.058	120.104	120.205	
120.237	120.024	120.070	-286.72	2013-04-01T20:00:00	120.114	120.244	120.107	120.239	
120.082	120.212	120.073	120.205	-449.00	2013-04-01T19:30:00	120.108	120.267	120.070	
120.114	120.076	120.235	120.038	120.082	-961.76	2013-04-01T19:00:00	119.825	120.259	
119.825	120.108	119.794	120.225	119.791	120.076	-1062.28	2013-04-01T18:30:00	119.881	
119.927	119.812	119.825	119.849	119.895	119.781	119.794	-1375.27	2013-04-01T18:00:00	
119.816	119.948	119.811	119.881	119.785	119.916	119.777	119.849	-1234.92	
2013-04-01T17:30:00	119.847	119.953	119.806	119.816	119.815	119.921	119.775	119.785	
-1400.74	2013-04-01T17:00:00	119.756	119.900	119.719	119.847	119.722	119.866	119.689	
119.815	-1914.70	2013-04-01T16:30:00	119.594	119.863	119.534	119.756	119.560	119.830	
119.500	119.722	-1427.47	2013-04-01T16:00:00	120.147	120.224	119.520	119.594	120.117	
120.191	119.486	119.560	-779.83	2013-04-01T15:30:00	120.163	120.211	120.066	120.147	
120.129	120.179	120.032	120.117	-50.24	2013-04-01T15:00:00	120.088	120.221	120.053	
120.163	120.054	120.192	120.019	120.129	-167.24	2013-04-01T14:30:00	120.046	120.179	
120.024	120.088	120.012	120.148	119.990	120.054	-423.45	2013-04-01T14:00:00	120.061	
120.137	119.961	120.046	120.027	120.106	119.927	120.012	-880.58	2013-04-01T13:30:00	
120.118	120.164	119.972	120.061	120.084	120.130	119.938	120.027	-1146.06	
2013-04-01T13:00:00	120.200	120.256	120.113	120.118	120.168	120.227	120.079	120.084	
-1652.47	2013-04-01T12:30:00	120.212	120.227	120.100	120.200	120.180	120.198	120.068	
120.168	-2612.63	2013-04-01T12:00:00	120.050	120.234	120.041	120.212	120.020	120.204	
120.009	120.180	-3851.06	2013-04-01T11:30:00	119.989	120.105	119.968	120.050	119.957	
120.075	119.937	120.020	-4490.42	2013-04-01T11:00:00	120.039	120.104	119.953	119.989	
120.009	120.073	119.923	119.957	-4179.33	2013-04-01T10:30:00	120.207	120.260	120.000	
120.039	120.175	120.228	119.968	120.009	-2627.80	2013-04-01T10:00:00	120.663	120.663	
120.207	120.207	120.621	120.621	120.175	120.175	-1363.50	2013-04-01T09:30:00	120.738	
120.751	120.556	120.663	120.706	120.721	120.524	120.621	-466.43	2013-04-01T09:00:00	
120.738	120.833	120.690	120.738	120.706	120.801	120.658	120.706	-137.19	
2013-04-01T08:30:00	120.869	120.869	120.714	120.738	120.837	120.839	120.677	120.706	
89.31	2013-04-01T08:00:00	120.837	120.895	120.807	120.869	120.807	120.863	120.773	
120.837	26.42	2013-04-01T07:30:00	120.705	120.847	120.690	120.837	120.671	120.817	
120.656	120.807	49.14	2013-04-01T07:00:00	120.823	120.849	120.676	120.705	120.775	
120.791	120.642	120.671	41.66	2013-04-01T06:30:00	120.774	120.843	120.766	120.823	
120.726	120.785	120.716	120.775	147.86	2013-04-01T06:00:00	120.821	120.858	120.765	
120.774	120.661	120.782	120.652	120.726	64.70	2013-04-01T05:30:00	120.779	120.821	
120.723	120.821	120.631	120.700	120.598	120.661	-28.87	2013-04-01T05:00:00	120.779	
120.800	120.779	120.779	120.646	120.661	120.579	120.631	-78.74	2013-04-01T04:30:00	
120.690	120.779	120.685	120.779	120.586	120.655	120.556	120.646	-147.23	
2013-04-01T04:00:00	120.741	120.741	120.679	120.690	120.580	120.594	120.542	120.586	
-118.76	2013-04-01T03:30:00	120.816	120.816	120.684	120.741	120.738	120.738	120.538	
120.580	-14.13	2013-03-30T05:30:00	120.771	120.874	120.771	120.816	120.688	120.788	
120.680	120.738	133.43	2013-03-30T05:00:00	120.771	120.809	120.731	120.771	120.719	
120.729	120.629	120.688	336.44	2013-03-30T04:30:00	120.772	120.791	120.761	120.771	
120.720	120.745	120.704	120.719	824.88	2013-03-30T04:00:00	120.818	120.849	120.761	
120.772	120.772	120.802	120.708	120.720	1106.76	2013-03-30T03:30:00	120.804	120.842	
120.777	120.818	120.759	120.789	120.731	120.772	1342.27	2013-03-30T03:00:00	120.790	
120.862	120.757	120.804	120.757	120.820	120.700	120.759	1201.61	2013-03-30T02:30:00	
120.763	120.811	120.708	120.790	120.717	120.765	120.657	120.757	765.07	
2013-03-30T02:00:00	120.729	120.774	120.724	120.763	120.687	120.722	120.670	120.717	
150.17	2013-03-30T01:30:00	120.719	120.750	120.691	120.729	120.677	120.705	120.640	
120.687	-252.26	2013-03-30T01:00:00	120.700	120.765	120.674	120.719	120.662	120.718	
120.634	120.677	-577.42	2013-03-30T00:30:00	120.685	120.720	120.681	120.700	120.644	
120.676	120.633	120.662	-494.21	2013-03-30T00:00:00	120.736	120.752	120.664	120.685	
120.693	120.713	120.623	120.644	-278.28	2013-03-29T23:30:00	120.773	120.783	120.700	
120.736	120.732	120.748	120.651	120.693	-200.45	2013-03-29T23:00:00	120.605	120.783	
120.600	120.773	120.567	120.744	120.567	120.732	103.05	2013-03-29T22:30:00	120.654	
120.658	120.600	120.605	120.618	120.623	120.565	120.567	408.72	2013-03-29T22:00:00	
120.639	120.679	120.630	120.654	120.603	120.642	120.594	120.618	924.97	
2013-03-29T21:30:00	120.662	120.662	120.589	120.639	120.624	120.626	120.551	120.603	
1128.41	2013-03-29T21:00:00	120.686	120.698	120.645	120.662	120.650	120.662	120.611	
120.624	1281.32	2013-03-29T20:30:00	120.643	120.706	120.629	120.686	120.600	120.670	
120.591	120.650	1235.27	2013-03-29T20:00:00	120.613	120.658	120.576	120.643	120.577	
120.613	120.530	120.600	877.15	2013-03-29T19:30:00	120.590	120.623	120.551	120.613	
120.544	120.585	120.505	120.577	945.11	2013-03-29T19:00:00	120.605	120.642	120.578	
120.590	120.563	120.599	120.534	120.544	967.97	2013-03-29T18:30:00	120.600	120.622	
120.553	120.605	120.557	120.582	120.512	120.563	893.68	2013-03-29T18:00:00	120.578	
120.620	120.545	120.600	120.537	120.576	120.500	120.557	929.19	2013-03-29T17:30:00	
120.647	120.653	120.558	120.578	120.610	120.627	120.515	120.537	717.59	
2013-03-29T17:00:00	120.528	120.699	120.520	120.647	120.483	120.659	120.478	120.610	
674.98	2013-03-29T16:30:00	120.542	120.572	120.488	120.528	120.500	120.530	120.444	
120.483	151.87	2013-03-29T16:00:00	120.554	120.589	120.345	120.542	120.536	120.551	
120.311	120.500	-650.05	2013-03-29T15:30:00	120.400	120.593	120.400	120.554	120.358	
120.565	120.355	120.536	-1215.29	2013-03-29T15:00:00	120.464	120.517	120.319	120.400	
120.426	120.481	120.281	120.358	-1118.75	2013-03-29T14:30:00	120.627	120.690	120.430	
120.464	120.593	120.660	120.394	120.426	-731.28	2013-03-29T14:00:00	120.663	120.663	
120.577	120.627	120.629	120.629	120.544	120.593	-195.93	2013-03-29T13:30:00	120.707	
120.747	120.632	120.663	120.675	120.715	120.599	120.629	426.36	2013-03-29T13:00:00	
120.761	120.769	120.682	120.707	120.727	120.737	120.648	120.675	833.12	
2013-03-29T12:30:00	120.711	120.775	120.698	120.761	120.679	120.743	120.664	120.727	
1036.96	2013-03-29T12:00:00	120.720	120.761	120.683	120.711	120.686	120.727	120.651	
120.679	961.42	2013-03-29T11:30:00	120.747	120.772	120.631	120.720	120.713	120.740	
120.599	120.686	1024.83	2013-03-29T11:00:00	120.752	120.804	120.696	120.747	120.722	
120.772	120.663	120.713	937.90	2013-03-29T10:30:00	120.787	120.793	120.682	120.752	
120.753	120.759	120.650	120.722	658.34	2013-03-29T10:00:00	120.802	120.834	120.669	
120.787	120.764	120.798	120.635	120.753	-459.82	2013-03-29T09:30:00	120.704	120.832	
120.582	120.802	120.672	120.797	120.548	120.764	-1078.10	2013-03-29T09:00:00	120.696	
120.855	120.689	120.704	120.658	120.818	120.652	120.672	-1102.34	2013-03-29T08:30:00	
120.760	120.801	120.685	120.696	120.722	120.769	120.650	120.658	-344.49	
2013-03-29T08:00:00	120.856	120.857	120.747	120.760	120.819	120.823	120.710	120.722	
83.35	2013-03-29T07:30:00	120.824	120.891	120.779	120.856	120.788	120.877	120.741	
120.819	49.36	2013-03-29T07:00:00	120.755	120.852	120.741	120.824	120.704	120.816	
120.704	120.788	12.51	2013-03-29T06:30:00	120.748	120.811	120.696	120.755	120.699	
120.769	120.644	120.704	114.81	2013-03-29T06:00:00	120.703	120.791	120.682	120.748	
120.656	120.747	120.595	120.699	474.87	2013-03-29T05:30:00	120.671	120.749	120.659	
120.703	120.636	120.731	120.622	120.656	1010.68	2013-03-29T05:00:00	120.682	120.720	
120.655	120.671	120.650	120.687	120.618	120.636	1352.47	2013-03-29T04:30:00	120.726	
120.729	120.640	120.682	120.696	120.699	120.608	120.650	1527.00	2013-03-29T04:00:00	
120.700	120.769	120.669	120.726	120.670	120.739	120.637	120.696	1620.24	
2013-03-29T03:30:00	120.675	120.729	120.635	120.700	120.646	120.699	120.603	120.670	
1352.71	2013-03-29T03:00:00	120.629	120.683	120.561	120.675	120.597	120.652	120.534	
120.646	567.19	2013-03-29T02:30:00	120.520	120.629	120.505	120.629	120.490	120.597	
120.475	120.597	156.94	2013-03-29T02:00:00	120.618	120.625	120.429	120.520	120.588	
120.596	120.397	120.490	-20.74	2013-03-29T01:30:00	120.636	120.683	120.522	120.618	
120.609	120.652	120.493	120.588	776.16	2013-03-29T01:00:00	120.752	120.768	120.596	
120.636	120.723	120.740	120.565	120.609	1336.76	2013-03-29T00:30:00	120.826	120.869	
120.645	120.752	120.794	120.839	120.613	120.723	1634.15	2013-03-29T00:00:00	120.799	
120.890	120.684	120.826	120.767	120.861	120.653	120.794	1135.11	2013-03-28T23:30:00	
120.804	120.869	120.619	120.799	120.774	120.839	120.590	120.767	1011.70	
2013-03-28T23:00:00	120.874	120.960	120.680	120.804	120.844	120.930	120.652	120.774	
556.39	2013-03-28T22:30:00	120.791	120.941	120.665	120.874	120.761	120.911	120.645	
120.844	295.20	2013-03-28T22:00:00	120.646	120.886	120.637	120.791	120.615	120.859	
120.606	120.761	224.45	2013-03-28T21:30:00	120.832	120.832	120.591	120.646	120.731	
120.809	120.561	120.615	1144.93	2013-03-28T21:00:00	120.813	120.967	120.731	120.832	
120.783	120.936	120.699	120.731	1875.49	2013-03-28T20:30:00	120.648	120.941	120.646	
120.813	120.618	120.910	120.615	120.783	1612.82	2013-03-28T20:00:00	120.604	120.682	
120.455	120.648	120.573	120.651	120.423	120.618	-309.92	2013-03-28T19:30:00	120.318	
120.655	120.313	120.604	120.288	120.625	120.281	120.573	-2718.34	2013-03-28T19:00:00	
120.061	120.412	120.052	120.318	120.032	120.382	120.020	120.288	-5019.23	
2013-03-28T18:30:00	119.808	120.186	119.803	120.061	119.778	120.156	119.772	120.032	
-5408.29	2013-03-28T18:00:00	120.098	120.178	119.764	119.808	120.066	120.148	119.733	
119.778	-4057.75	2013-03-28T17:30:00	120.548	120.557	120.068	120.098	120.517	120.528	
120.038	120.066	-1671.99	2013-03-28T17:00:00	120.477	120.707	120.477	120.548	120.446	
120.676	120.446	120.517	-840.97	2013-03-28T16:30:00	120.480	120.528	120.300	120.477	
120.451	120.502	120.269	120.446	84.97	2013-03-28T16:00:00	120.540	120.801	120.460	
120.480	120.510	120.771	120.430	120.451	1057.47	2013-03-28T15:30:00	120.518	120.634	
120.511	120.540	120.486	120.606	120.481	120.510	1934.33	2013-03-28T15:00:00	120.417	
120.525	120.402	120.518	120.390	120.495	120.372	120.486	1831.15	2013-03-28T14:30:00	
120.357	120.462	120.326	120.417	120.327	120.434	120.296	120.390	1098.82	
2013-03-28T14:00:00	120.278	120.404	120.223	120.357	120.249	120.376	120.193	120.327	
-73.80	2013-03-28T13:30:00	120.257	120.284	120.156	120.278	120.226	120.254	120.125	
120.249	-799.37	2013-03-28T13:00:00	120.348	120.360	120.247	120.257	120.318	120.331	
120.215	120.226	-1421.62	2013-03-28T12:30:00	120.366	120.368	120.252	120.348	120.338	
120.339	120.222	120.318	-1950.36	2013-03-28T12:00:00	120.233	120.386	120.228	120.366	
120.204	120.356	120.198	120.338	-2260.49	2013-03-28T11:30:00	120.348	120.398	120.231	
120.233	120.319	120.370	120.200	120.204	-1989.14	2013-03-28T11:00:00	120.318	120.499	
120.306	120.348	120.288	120.469	120.274	120.319	-987.94	2013-03-28T10:30:00	120.452	
120.452	120.284	120.318	120.424	120.424	120.252	120.288	-418.96	2013-03-28T10:00:00	
120.551	120.555	120.352	120.452	120.521	120.525	120.321	120.424	178.60	
2013-03-28T09:30:00	120.698	120.710	120.489	120.551	120.669	120.685	120.459	120.521	
-325.36	2013-03-28T09:00:00	120.507	120.702	120.507	120.698	120.477	120.672	120.477	
120.669	-514.32	2013-03-28T08:30:00	120.535	120.578	120.472	120.507	120.503	120.548	
120.444	120.477	-752.77	2013-03-28T08:00:00	120.587	120.670	120.507	120.535	120.557	
120.640	120.471	120.503	-248.52	2013-03-28T07:30:00	120.672	120.672	120.551	120.587	
120.640	120.640	120.519	120.557	-24.55	2013-03-28T07:00:00	120.623	120.725	120.614	
120.672	120.573	120.695	120.573	120.640	303.90	2013-03-28T06:30:00	120.704	120.708	
120.616	120.623	120.657	120.662	120.571	120.573	853.24	2013-03-28T06:00:00	120.732	
120.778	120.698	120.704	120.655	120.729	120.650	120.657	1475.08	2013-03-28T05:30:00	
120.696	120.742	120.652	120.732	120.664	120.709	120.623	120.655	1512.83	
2013-03-28T05:00:00	120.599	120.705	120.599	120.696	120.569	120.676	120.569	120.664	
1392.47	2013-03-28T04:30:00	120.579	120.645	120.568	120.599	120.549	120.615	120.537	
120.569	695.09	2013-03-28T04:00:00	120.576	120.589	120.475	120.579	120.547	120.560	
120.443	120.549	848.63	2013-03-28T03:30:00	120.693	120.714	120.560	120.576	120.669	
120.684	120.528	120.547	602.84	2013-03-28T03:00:00	120.615	120.707	120.554	120.693	
120.593	120.679	120.524	120.669	30.46	2013-03-28T02:30:00	120.449	120.616	120.394	
120.615	120.417	120.593	120.363	120.593	-266.05	2013-03-28T02:00:00	120.543	120.589	
120.366	120.449	120.513	120.560	120.334	120.417	-59.84	2013-03-28T01:30:00	120.595	
120.684	120.520	120.543	120.565	120.654	120.488	120.513	1179.35	2013-03-28T01:00:00	
120.640	120.754	120.549	120.595	120.612	120.724	120.517	120.565	2662.85	
2013-03-28T00:30:00	120.683	120.779	120.524	120.640	120.653	120.749	120.495	120.612	
2827.16	2013-03-28T00:00:00	120.400	120.802	120.381	120.683	120.368	120.771	120.349	
120.653	1981.52	2013-03-27T23:30:00	120.233	120.512	120.154	120.400	120.204	120.484	
120.122	120.368	830.63	2013-03-27T23:00:00	120.463	120.465	119.963	120.233	120.431	
120.434	119.931	120.204	-1114.49	2013-03-27T22:30:00	120.295	120.527	120.189	120.463	
120.263	120.497	120.161	120.431	-2322.15	2013-03-27T22:00:00	120.484	120.575	120.241	
120.295	120.455	120.545	120.211	120.263	-3432.17	2013-03-27T21:30:00	120.403	120.659	
120.360	120.484	120.371	120.631	120.329	120.455	-4690.36	2013-03-27T21:00:00	120.283	
120.429	120.104	120.403	120.252	120.400	120.072	120.371	-5366.75	2013-03-27T20:30:00	
120.498	120.550	120.283	120.283	120.468	120.524	120.251	120.252	-5993.34	
2013-03-27T20:00:00	120.745	120.766	120.332	120.498	120.715	120.736	120.300	120.468	
-5670.64	2013-03-27T19:30:00	120.954	120.982	120.576	120.745	120.923	120.952	120.545	
120.715	-5337.72	2013-03-27T19:00:00	121.060	121.205	120.891	120.954	121.028	121.175	
120.861	120.923	-4072.87	2013-03-27T18:30:00	121.285	121.310	121.022	121.060	121.253	
121.280	120.991	121.028	-2305.05	2013-03-27T18:00:00	121.408	121.544	121.211	121.285	
121.384	121.514	121.182	121.253	-1806.86	2013-03-27T17:30:00	121.303	121.450	121.260	
121.408	121.272	121.420	121.228	121.384	-1706.65	2013-03-27T17:00:00	121.480	121.544	
121.155	121.303	121.448	121.516	121.126	121.272	-1377.14	2013-03-27T16:30:00	121.727	
121.796	121.379	121.480	121.697	121.767	121.347	121.448	-393.03	2013-03-27T16:00:00	
121.729	121.820	121.681	121.727	121.699	121.793	121.649	121.697	76.69	
2013-03-27T15:30:00	121.766	121.770	121.609	121.729	121.736	121.741	121.583	121.699	
61.97	2013-03-27T15:00:00	121.708	121.822	121.689	121.766	121.680	121.793	121.659	
121.736	-77.69	2013-03-27T14:30:00	121.735	121.756	121.660	121.708	121.707	121.726	
121.628	121.680	369.32	2013-03-27T14:00:00	121.817	121.852	121.716	121.735	121.785	
121.826	121.685	121.707	829.84	2013-03-27T13:30:00	121.830	121.861	121.765	121.817	
121.798	121.831	121.734	121.785	1405.42	2013-03-27T13:00:00	121.807	121.886	121.749	
121.830	121.775	121.857	121.720	121.798	1459.16	2013-03-27T12:30:00	121.828	121.845	
121.745	121.807	121.798	121.817	121.714	121.775	1362.63	2013-03-27T12:00:00	121.809	
121.876	121.759	121.828	121.777	121.850	121.728	121.798	1011.73	2013-03-27T11:30:00	
121.735	121.875	121.654	121.809	121.703	121.847	121.624	121.777	714.30	
2013-03-27T11:00:00	121.723	121.769	121.665	121.735	121.691	121.743	121.633	121.703	
416.36	2013-03-27T10:30:00	121.672	121.784	121.621	121.723	121.643	121.757	121.595	
121.691	485.57	2013-03-27T10:00:00	121.713	121.766	121.606	121.672	121.687	121.737	
121.578	121.643	94.06	2013-03-27T09:30:00	121.632	121.736	121.600	121.713	121.600	
121.707	121.568	121.687	165.44	2013-03-27T09:00:00	121.715	121.768	121.621	121.632	
121.687	121.737	121.589	121.600	332.24	2013-03-27T08:30:00	121.773	121.800	121.687	
121.715	121.741	121.770	121.659	121.687	796.91	2013-03-27T08:00:00	121.749	121.840	
121.681	121.773	121.719	121.808	121.649	121.741	542.92	2013-03-27T07:30:00	121.552	
121.758	121.499	121.749	121.520	121.729	121.469	121.719	2.99	2013-03-27T07:00:00	
121.563	121.596	121.484	121.552	121.499	121.565	121.451	121.520	-412.75	
2013-03-27T06:30:00	121.478	121.584	121.454	121.563	121.431	121.543	121.415	121.499	
-622.87	2013-03-27T06:00:00	121.493	121.534	121.419	121.478	121.447	121.462	121.378	
121.431	-465.35	2013-03-27T05:30:00	121.497	121.567	121.482	121.493	121.468	121.532	
121.439	121.447	-7.57	2013-03-27T05:00:00	121.560	121.570	121.478	121.497	121.530	
121.538	121.449	121.468	415.51	2013-03-27T04:30:00	121.467	121.656	121.461	121.560	
121.438	121.629	121.429	121.530	486.85	2013-03-27T04:00:00	121.523	121.539	121.411	
121.467	121.491	121.509	121.381	121.438	93.19	2013-03-27T03:30:00	121.597	121.616	
121.470	121.523	121.567	121.586	121.438	121.491	-13.46	2013-03-27T03:00:00	121.430	
121.617	121.418	121.597	121.398	121.588	121.386	121.567	283.75	2013-03-27T02:30:00	
121.457	121.513	121.371	121.430	121.425	121.483	121.340	121.398	130.10	
2013-03-27T02:00:00	121.372	121.550	121.300	121.457	121.340	121.520	121.268	121.425	
-2.39	2013-03-27T01:30:00	121.195	121.430	121.195	121.372	121.166	121.400	121.166	
121.340	75.23	2013-03-27T01:00:00	121.144	121.328	121.105	121.195	121.112	121.298	
121.073	121.166	1537.32	2013-03-27T00:30:00	121.176	121.308	121.116	121.144	121.144	
121.280	121.087	121.112	4543.34	2013-03-27T00:00:00	121.399	121.551	121.169	121.176	
121.372	121.511	121.139	121.144	5627.07	2013-03-26T23:30:00	121.305	121.473	120.779	
121.399	121.275	121.444	120.747	121.372	4911.13	2013-03-26T23:00:00	121.303	121.331	
121.109	121.305	121.257	121.301	121.078	121.275	3422.85	2013-03-26T22:30:00	121.319	
121.463	121.184	121.303	121.289	121.434	121.153	121.257	2601.89	2013-03-26T22:00:00	
121.340	121.386	121.157	121.319	121.308	121.356	121.125	121.289	2577.34	
2013-03-26T21:30:00	121.411	121.462	121.158	121.340	121.364	121.431	121.126	121.308	
1488.29	2013-03-26T21:00:00	121.171	121.448	120.984	121.411	121.139	121.417	120.952	
121.364	1739.10	2013-03-26T20:30:00	121.530	121.535	121.094	121.171	121.504	121.507	
121.064	121.139	1269.86	2013-03-26T20:00:00	121.365	121.595	121.350	121.530	121.333	
121.565	121.318	121.504	1806.05	2013-03-26T19:30:00	121.279	121.455	121.272	121.365	
121.249	121.426	121.240	121.333	2507.00	2013-03-26T19:00:00	121.186	121.489	121.186	
121.279	121.158	121.459	121.158	121.249	3589.32	2013-03-26T18:30:00	121.201	121.324	
121.059	121.186	121.172	121.295	121.027	121.158	3968.45	2013-03-26T18:00:00	121.198	
121.254	120.998	121.201	121.170	121.224	120.969	121.172	2596.68	2013-03-26T17:30:00	
121.096	121.203	120.881	121.198	121.066	121.174	120.851	121.170	943.62	
2013-03-26T17:00:00	121.218	121.263	120.890	121.096	121.188	121.233	120.862	121.066	
629.74	2013-03-26T16:30:00	121.541	121.657	121.151	121.218	121.513	121.625	121.120	
121.188	683.06	2013-03-26T16:00:00	121.384	121.588	121.349	121.541	121.352	121.562	
121.317	121.513	463.42	2013-03-26T15:30:00	121.275	121.384	121.201	121.384	121.244	
121.356	121.171	121.352	-241.28	2013-03-26T15:00:00	121.270	121.375	121.233	121.275	
121.240	121.346	121.201	121.244	-482.99	2013-03-26T14:30:00	121.275	121.405	121.171	
121.270	121.244	121.375	121.141	121.240	-458.78	2013-03-26T14:00:00	121.177	121.308	
121.150	121.275	121.145	121.280	121.121	121.244	-192.66	2013-03-26T13:30:00	121.351	
121.351	121.085	121.177	121.321	121.321	121.053	121.145	91.21	2013-03-26T13:00:00	
121.379	121.396	121.328	121.351	121.348	121.366	121.300	121.321	982.36	
2013-03-26T12:30:00	121.392	121.460	121.356	121.379	121.360	121.433	121.326	121.348	
777.17	2013-03-26T12:00:00	121.296	121.400	121.273	121.392	121.265	121.373	121.243	
121.360	866.29	2013-03-26T11:30:00	121.379	121.463	121.255	121.296	121.352	121.433	
121.227	121.265	1031.58	2013-03-26T11:00:00	121.470	121.485	121.321	121.379	121.440	
121.455	121.291	121.352	1461.98	2013-03-26T10:30:00	121.300	121.579	121.265	121.470	
121.270	121.549	121.236	121.440	957.01	2013-03-26T10:00:00	120.995	121.430	120.991	
121.300	120.964	121.400	120.961	121.270	298.71	2013-03-26T09:30:00	120.916	121.077	
120.893	120.995	120.888	121.058	120.861	120.964	-509.31	2013-03-26T09:00:00	120.804	
120.985	120.742	120.916	120.774	120.955	120.710	120.888	-160.27	2013-03-26T08:30:00	
120.950	121.043	120.803	120.804	120.918	121.013	120.773	120.774	693.15	
2013-03-26T08:00:00	121.185	121.189	120.858	120.950	121.153	121.159	120.826	120.918	
1344.86	2013-03-26T07:30:00	121.100	121.194	121.070	121.185	121.070	121.164	121.040	
121.153	961.71	2013-03-26T07:00:00	121.022	121.115	121.014	121.100	120.979	121.085	
120.979	121.070	644.04	2013-03-26T06:30:00	121.029	121.129	120.980	121.022	120.992	
121.085	120.948	120.979	1108.90	2013-03-26T06:00:00	121.061	121.115	120.997	121.029	
121.017	121.035	120.940	120.992	2030.64	2013-03-26T05:30:00	121.011	121.081	120.958	
121.061	120.982	121.063	120.928	121.017	2456.82	2013-03-26T05:00:00	121.003	121.120	
120.960	121.011	120.971	121.090	120.931	120.982	1782.88	2013-03-26T04:30:00	120.873	
121.030	120.865	121.003	120.841	121.000	120.833	120.971	988.55	2013-03-26T04:00:00	
120.961	121.048	120.796	120.873	120.930	121.018	120.766	120.841	-352.29	
2013-03-26T03:30:00	121.065	121.087	120.803	120.961	121.037	121.057	120.766	120.930	
-1874.90	2013-03-26T03:00:00	121.117	121.133	120.946	121.065	121.085	121.104	120.917	
121.037	-5749.26	2013-03-26T02:30:00	120.545	121.194	120.470	121.117	120.519	121.164	
120.440	121.085	-10547.64	2013-03-26T02:00:00	120.614	120.762	120.100	120.545	120.583	
120.732	120.057	120.519	-12967.46	2013-03-26T01:30:00	121.046	121.141	120.597	120.614	
121.017	121.112	120.567	120.583	-12609.45	2013-03-26T01:00:00	121.542	121.592	121.042	
121.046	121.512	121.562	121.013	121.017	-10011.59	2013-03-26T00:30:00	121.635	121.825	
121.529	121.542	121.606	121.799	121.497	121.512	-7652.32	2013-03-26T00:00:00	121.861	
121.935	121.501	121.635	121.830	121.905	121.472	121.606	-5902.16	2013-03-25T23:30:00	
122.168	122.201	121.654	121.861	122.136	122.171	121.617	121.830	-4074.97	
2013-03-25T23:00:00	122.525	122.537	122.150	122.168	122.496	122.506	122.120	122.136	
-3303.82	2013-03-25T22:30:00	122.656	122.690	122.319	122.525	122.627	122.660	122.291	
122.496	-3510.36	2013-03-25T22:00:00	122.631	122.723	122.513	122.656	122.600	122.693	
122.484	122.627	-3113.38	2013-03-25T21:30:00	122.967	122.982	122.601	122.631	122.935	
122.953	122.573	122.600	-905.09	2013-03-25T21:00:00	123.195	123.261	122.948	122.967	
123.165	123.229	122.916	122.935	1442.71	2013-03-25T20:30:00	123.188	123.218	123.049	
123.195	123.156	123.187	123.017	123.165	1873.87	2013-03-25T20:00:00	123.154	123.234	
123.018	123.188	123.124	123.205	122.986	123.156	939.47	2013-03-25T19:30:00	123.096	
123.307	122.995	123.154	123.067	123.276	122.963	123.124	1151.13	2013-03-25T19:00:00	
123.331	123.378	123.077	123.096	123.306	123.359	123.050	123.067	1316.94	
2013-03-25T18:30:00	123.272	123.392	123.235	123.331	123.243	123.368	123.204	123.306	
1022.72	2013-03-25T18:00:00	123.092	123.374	123.079	123.272	123.060	123.347	123.048	
123.243	-562.07	2013-03-25T17:30:00	123.117	123.124	122.959	123.092	123.085	123.094	
122.927	123.060	-3085.65	2013-03-25T17:00:00	122.979	123.136	122.864	123.117	122.947	
123.108	122.833	123.085	-4294.04	2013-03-25T16:30:00	123.181	123.208	122.925	122.979	
123.152	123.179	122.900	122.947	-4151.18	2013-03-25T16:00:00	123.465	123.519	123.161	
123.181	123.434	123.490	123.129	123.152	-3243.98	2013-03-25T15:30:00	123.411	123.557	
123.390	123.465	123.379	123.530	123.360	123.434	-2180.17	2013-03-25T15:00:00	123.610	
123.673	123.338	123.411	123.578	123.642	123.306	123.379	-1495.03	2013-03-25T14:30:00	
123.621	123.702	123.585	123.610	123.589	123.672	123.555	123.578	-493.87	
2013-03-25T14:00:00	123.709	123.737	123.589	123.621	123.679	123.707	123.557	123.589	
405.81	2013-03-25T13:30:00	123.682	123.758	123.650	123.709	123.655	123.730	123.619	
123.679	172.11	2013-03-25T13:00:00	123.553	123.694	123.485	123.682	123.526	123.664	
123.453	123.655	-554.65	2013-03-25T12:30:00	123.624	123.639	123.512	123.553	123.594	
123.610	123.480	123.526	-646.64	2013-03-25T12:00:00	123.623	123.687	123.609	123.624	
