日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CMO	2014-02-15T07:00:00	139.425	139.481	
119.527	119.527	119.313	119.410	119.495	119.495	119.276	119.381	13.62	
2013-04-04T07:30:00	119.477	119.537	119.477	119.527	119.445	119.507	119.445	119.495	
52.63	2013-04-04T07:00:00	119.576	119.580	119.460	119.477	119.529	119.532	119.425	
119.445	44.34	2013-04-04T06:30:00	119.549	119.627	119.468	119.576	119.506	119.578	
119.406	119.529	45.45	2013-04-04T06:00:00	119.541	119.680	119.541	119.549	119.533	
119.568	119.480	119.506	33.83	2013-04-04T05:30:00	119.477	119.547	119.454	119.541	
119.446	119.541	119.422	119.533	27.38	2013-04-04T05:00:00	119.396	119.512	119.382	
119.477	119.366	119.482	119.356	119.446	5.54	2013-04-04T04:30:00	119.271	119.499	
119.221	119.396	119.243	119.469	119.190	119.366	8.60	2013-04-04T04:00:00	119.324	
119.324	119.237	119.271	119.294	119.294	119.205	119.243	-8.54	2013-04-04T03:30:00	
119.164	119.348	119.164	119.324	119.135	119.319	119.135	119.294	-30.36	
2013-04-04T03:00:00	119.187	119.266	119.129	119.164	119.155	119.236	119.100	119.135	
-56.99	2013-04-04T02:30:00	119.264	119.298	119.135	119.187	119.234	119.268	119.103	
119.155	-61.27	2013-04-04T02:00:00	119.309	119.406	119.219	119.264	119.279	119.376	
119.189	119.234	-63.30	2013-04-04T01:30:00	119.372	119.421	119.243	119.309	119.340	
119.391	119.212	119.279	-65.73	2013-04-04T01:00:00	119.440	119.462	119.365	119.372	
119.408	119.434	119.334	119.340	-64.87	2013-04-04T00:30:00	119.337	119.469	119.302	
119.440	119.305	119.441	119.274	119.408	-35.56	2013-04-04T00:00:00	119.322	119.378	
119.217	119.337	119.294	119.349	119.190	119.305	-60.22	2013-04-03T23:30:00	119.562	
119.580	119.313	119.322	119.532	119.550	119.288	119.294	-61.86	2013-04-03T23:00:00	
119.558	119.619	119.363	119.562	119.506	119.589	119.331	119.532	-59.17	
2013-04-03T22:30:00	119.630	119.779	119.517	119.558	119.598	119.752	119.485	119.506	
-67.62	2013-04-03T22:00:00	119.745	119.748	119.502	119.630	119.717	119.718	119.472	
119.598	-24.98	2013-04-03T21:30:00	119.846	119.858	119.679	119.745	119.816	119.829	
119.647	119.717	-18.82	2013-04-03T21:00:00	119.887	120.039	119.650	119.846	119.857	
120.008	119.596	119.816	18.74	2013-04-03T20:30:00	119.747	119.922	119.675	119.887	
119.717	119.893	119.643	119.857	25.96	2013-04-03T20:00:00	119.873	119.904	119.670	
119.747	119.841	119.873	119.639	119.717	9.79	2013-04-03T19:30:00	119.865	119.923	
119.828	119.873	119.839	119.895	119.796	119.841	22.35	2013-04-03T19:00:00	120.049	
120.087	119.832	119.865	120.019	120.060	119.800	119.839	7.49	2013-04-03T18:30:00	
120.129	120.153	120.025	120.049	120.099	120.126	119.994	120.019	29.90	
2013-04-03T18:00:00	119.887	120.195	119.850	120.129	119.855	120.166	119.823	120.099	
40.52	2013-04-03T17:30:00	119.924	119.935	119.778	119.887	119.896	119.907	119.746	
119.855	11.68	2013-04-03T17:00:00	119.633	119.941	119.626	119.924	119.601	119.910	
119.594	119.896	24.19	2013-04-03T16:30:00	119.590	119.633	119.471	119.633	119.559	
119.603	119.443	119.601	-27.37	2013-04-03T16:00:00	119.643	119.649	119.469	119.590	
119.613	119.622	119.442	119.559	-50.67	2013-04-03T15:30:00	119.660	119.766	119.610	
119.643	119.628	119.738	119.578	119.613	-54.23	2013-04-03T15:00:00	119.789	119.806	
119.646	119.660	119.758	119.775	119.614	119.628	-54.23	2013-04-03T14:30:00	119.778	
119.804	119.727	119.789	119.746	119.774	119.697	119.758	-7.78	2013-04-03T14:00:00	
119.789	119.852	119.719	119.778	119.757	119.823	119.687	119.746	-28.10	
2013-04-03T13:30:00	119.810	119.839	119.767	119.789	119.782	119.811	119.738	119.757	
0.82	2013-04-03T13:00:00	119.778	119.832	119.760	119.810	119.746	119.808	119.730	
119.782	23.99	2013-04-03T12:30:00	119.732	119.784	119.682	119.778	119.702	119.755	
119.652	119.746	11.19	2013-04-03T12:00:00	119.777	119.787	119.697	119.732	119.748	
119.757	119.665	119.702	-6.48	2013-04-03T11:30:00	119.860	119.862	119.727	119.777	
119.831	119.833	119.695	119.748	-7.28	2013-04-03T11:00:00	119.877	119.889	119.812	
119.860	119.846	119.861	119.780	119.831	21.48	2013-04-03T10:30:00	119.814	119.943	
119.805	119.877	119.784	119.917	119.776	119.846	16.03	2013-04-03T10:00:00	119.887	
119.985	119.767	119.814	119.857	119.956	119.738	119.784	9.34	2013-04-03T09:30:00	
119.783	119.997	119.765	119.887	119.753	119.969	119.735	119.857	29.48	
2013-04-03T09:00:00	119.677	119.799	119.647	119.783	119.645	119.769	119.617	119.753	
4.74	2013-04-03T08:30:00	119.712	119.724	119.627	119.677	119.682	119.694	119.596	
119.645	-11.62	2013-04-03T08:00:00	119.772	119.796	119.668	119.712	119.740	119.768	
119.636	119.682	10.68	2013-04-03T07:30:00	119.823	119.823	119.722	119.772	119.791	
119.791	119.691	119.740	6.54	2013-04-03T07:00:00	119.751	119.823	119.727	119.823	
119.703	119.793	119.700	119.791	16.33	2013-04-03T06:30:00	119.784	119.861	119.742	
119.751	119.746	119.813	119.684	119.703	6.02	2013-04-03T06:00:00	119.768	119.912	
119.707	119.784	119.730	119.845	119.640	119.746	-31.10	2013-04-03T05:30:00	119.731	
119.812	119.714	119.768	119.699	119.784	119.682	119.730	-37.41	2013-04-03T05:00:00	
119.760	119.773	119.696	119.731	119.731	119.744	119.666	119.699	-40.53	
2013-04-03T04:30:00	119.720	119.794	119.673	119.760	119.691	119.766	119.641	119.731	
-51.84	2013-04-03T04:00:00	119.668	119.734	119.606	119.720	119.638	119.705	119.575	
119.691	-44.74	2013-04-03T03:30:00	119.741	119.751	119.583	119.668	119.712	119.721	
119.553	119.638	-19.71	2013-04-03T03:00:00	119.757	119.805	119.721	119.741	119.727	
119.776	119.690	119.712	-0.72	2013-04-03T02:30:00	119.714	119.781	119.694	119.757	
119.682	119.751	119.663	119.727	18.80	2013-04-03T02:00:00	119.942	119.942	119.709	
119.714	119.913	119.913	119.677	119.682	9.47	2013-04-03T01:30:00	119.961	120.026	
119.924	119.942	119.932	119.996	119.892	119.913	51.57	2013-04-03T01:00:00	119.942	
119.990	119.891	119.961	119.913	119.961	119.864	119.932	21.08	2013-04-03T00:30:00	
120.095	120.098	119.903	119.942	120.069	120.070	119.875	119.913	18.09	
2013-04-03T00:00:00	120.026	120.169	119.992	120.095	119.997	120.133	119.962	120.069	
31.97	2013-04-02T23:30:00	119.833	120.134	119.787	120.026	119.801	120.103	119.755	
119.997	20.08	2013-04-02T23:00:00	119.747	119.860	119.610	119.833	119.718	119.832	
119.578	119.801	-4.53	2013-04-02T22:30:00	119.566	119.782	119.462	119.747	119.539	
119.753	119.434	119.718	15.49	2013-04-02T22:00:00	119.617	119.697	119.545	119.566	
119.587	119.666	119.514	119.539	-2.57	2013-04-02T21:30:00	119.465	119.688	119.458	
119.617	119.438	119.662	119.427	119.587	27.64	2013-04-02T21:00:00	119.719	119.851	
119.455	119.465	119.689	119.823	119.425	119.438	6.47	2013-04-02T20:30:00	119.737	
119.763	119.637	119.719	119.705	119.729	119.606	119.689	26.18	2013-04-02T20:00:00	
119.772	119.837	119.672	119.737	119.740	119.807	119.640	119.705	31.48	
2013-04-02T19:30:00	119.816	119.849	119.641	119.772	119.794	119.819	119.614	119.740	
45.78	2013-04-02T19:00:00	119.871	119.963	119.753	119.816	119.840	119.938	119.721	
119.794	55.17	2013-04-02T18:30:00	119.584	119.935	119.581	119.871	119.553	119.905	
119.549	119.840	53.68	2013-04-02T18:00:00	119.592	119.660	119.461	119.584	119.562	
119.632	119.431	119.553	16.22	2013-04-02T17:30:00	119.304	119.696	119.287	119.592	
119.273	119.666	119.257	119.562	22.35	2013-04-02T17:00:00	119.400	119.482	119.157	
119.304	119.368	119.453	119.131	119.273	-6.30	2013-04-02T16:30:00	119.482	119.482	
119.268	119.400	119.450	119.450	119.236	119.368	0.00	2013-04-02T16:00:00	119.437	
119.657	119.366	119.482	119.410	119.628	119.335	119.450	-31.99	2013-04-02T15:30:00	
119.289	119.547	119.195	119.437	119.257	119.523	119.165	119.410	-29.51	
2013-04-02T15:00:00	119.253	119.367	119.224	119.289	119.223	119.339	119.194	119.257	
-56.32	2013-04-02T14:30:00	119.304	119.356	119.179	119.253	119.279	119.327	119.151	
119.223	-64.80	2013-04-02T14:00:00	119.439	119.496	119.302	119.304	119.409	119.468	
119.273	119.279	-55.37	2013-04-02T13:30:00	119.384	119.454	119.370	119.439	119.353	
119.427	119.340	119.409	-28.80	2013-04-02T13:00:00	119.345	119.453	119.329	119.384	
119.316	119.422	119.300	119.353	-43.83	2013-04-02T12:30:00	119.402	119.501	119.212	
119.345	119.368	119.472	119.181	119.316	-53.57	2013-04-02T12:00:00	119.783	119.783	
119.309	119.402	119.751	119.751	119.279	119.368	-42.55	2013-04-02T11:30:00	119.723	
119.811	119.704	119.783	119.693	119.782	119.674	119.751	-10.49	2013-04-02T11:00:00	
119.766	119.799	119.684	119.723	119.734	119.772	119.654	119.693	1.83	
2013-04-02T10:30:00	119.809	119.871	119.712	119.766	119.779	119.841	119.681	119.734	
-6.85	2013-04-02T10:00:00	119.773	119.886	119.729	119.809	119.743	119.856	119.699	
119.779	0.00	2013-04-02T09:30:00	119.673	119.837	119.562	119.773	119.642	119.807	
119.530	119.743	-22.97	2013-04-02T09:00:00	119.747	119.806	119.504	119.673	119.715	
119.776	119.475	119.642	-36.61	2013-04-02T08:30:00	119.797	119.806	119.683	119.747	
119.766	119.776	119.653	119.715	-33.11	2013-04-02T08:00:00	119.753	119.810	119.695	
119.797	119.722	119.780	119.664	119.766	-30.31	2013-04-02T07:30:00	119.840	119.861	
119.737	119.753	119.807	119.827	119.709	119.722	-49.43	2013-04-02T07:00:00	119.725	
119.902	119.724	119.840	119.682	119.866	119.681	119.807	-19.75	2013-04-02T06:30:00	
119.816	119.844	119.581	119.725	119.779	119.789	119.536	119.682	-55.83	
2013-04-02T06:00:00	119.817	119.901	119.761	119.816	119.779	119.841	119.638	119.779	
-22.73	2013-04-02T05:30:00	119.937	119.959	119.811	119.817	119.904	119.924	119.774	
119.779	-29.28	2013-04-02T05:00:00	119.906	120.013	119.904	119.937	119.873	119.981	
119.872	119.904	-7.10	2013-04-02T04:30:00	119.946	119.954	119.868	119.906	119.913	
119.921	119.834	119.873	-14.92	2013-04-02T04:00:00	119.969	120.070	119.936	119.946	
119.940	120.039	119.903	119.913	17.79	2013-04-02T03:30:00	120.061	120.066	119.967	
119.969	120.027	120.035	119.937	119.940	-18.56	2013-04-02T03:00:00	119.965	120.078	
119.960	120.061	119.931	120.047	119.926	120.027	10.45	2013-04-02T02:30:00	120.034	
120.046	119.941	119.965	120.003	120.016	119.911	119.931	-9.34	2013-04-02T02:00:00	
119.939	120.051	119.934	120.034	119.909	120.020	119.906	120.003	-10.58	
2013-04-02T01:30:00	119.993	119.999	119.893	119.939	119.962	119.968	119.864	119.909	
-31.62	2013-04-02T01:00:00	119.972	120.127	119.933	119.993	119.941	120.095	119.902	
119.962	-10.11	2013-04-02T00:30:00	119.977	120.078	119.922	119.972	119.947	120.048	
119.888	119.941	-22.34	2013-04-02T00:00:00	119.840	120.020	119.723	119.977	119.807	
119.990	119.698	119.947	-10.39	2013-04-01T23:30:00	120.134	120.170	119.793	119.840	
120.100	120.141	119.759	119.807	-23.09	2013-04-01T23:00:00	120.030	120.171	119.809	
120.134	119.928	120.139	119.763	120.100	26.52	2013-04-01T22:30:00	120.042	120.077	
119.957	120.030	120.019	120.046	119.924	119.928	7.62	2013-04-01T22:00:00	120.133	
120.163	120.028	120.042	120.104	120.132	119.999	120.019	23.17	2013-04-01T21:30:00	
120.247	120.253	120.073	120.133	120.217	120.222	120.042	120.104	30.26	
2013-04-01T21:00:00	120.104	120.250	120.026	120.247	120.070	120.221	119.994	120.217	
52.94	2013-04-01T20:30:00	120.239	120.269	120.058	120.104	120.205	120.237	120.024	
120.070	53.68	2013-04-01T20:00:00	120.114	120.244	120.107	120.239	120.082	120.212	
120.073	120.205	6.41	2013-04-01T19:30:00	120.108	120.267	120.070	120.114	120.076	
120.235	120.038	120.082	-3.73	2013-04-01T19:00:00	119.825	120.259	119.825	120.108	
119.794	120.225	119.791	120.076	1.65	2013-04-01T18:30:00	119.881	119.927	119.812	
119.825	119.849	119.895	119.781	119.794	-20.00	2013-04-01T18:00:00	119.816	119.948	
119.811	119.881	119.785	119.916	119.777	119.849	-16.95	2013-04-01T17:30:00	119.847	
119.953	119.806	119.816	119.815	119.921	119.775	119.785	-28.67	2013-04-01T17:00:00	
119.756	119.900	119.719	119.847	119.722	119.866	119.689	119.815	-32.18	
2013-04-01T16:30:00	119.594	119.863	119.534	119.756	119.560	119.830	119.500	119.722	
-45.08	2013-04-01T16:00:00	120.147	120.224	119.520	119.594	120.117	120.191	119.486	
119.560	-45.36	2013-04-01T15:30:00	120.163	120.211	120.066	120.147	120.129	120.179	
120.032	120.117	30.77	2013-04-01T15:00:00	120.088	120.221	120.053	120.163	120.054	
120.192	120.019	120.129	21.43	2013-04-01T14:30:00	120.046	120.179	120.024	120.088	
120.012	120.148	119.990	120.054	-18.59	2013-04-01T14:00:00	120.061	120.137	119.961	
120.046	120.027	120.106	119.927	120.012	-57.73	2013-04-01T13:30:00	120.118	120.164	
119.972	120.061	120.084	120.130	119.938	120.027	-60.36	2013-04-01T13:00:00	120.200	
120.256	120.113	120.118	120.168	120.227	120.079	120.084	-58.24	2013-04-01T12:30:00	
120.212	120.227	120.100	120.200	120.180	120.198	120.068	120.168	-60.00	
2013-04-01T12:00:00	120.050	120.234	120.041	120.212	120.020	120.204	120.009	120.180	
-55.34	2013-04-01T11:30:00	119.989	120.105	119.968	120.050	119.957	120.075	119.937	
120.020	-58.70	2013-04-01T11:00:00	120.039	120.104	119.953	119.989	120.009	120.073	
119.923	119.957	-71.13	2013-04-01T10:30:00	120.207	120.260	120.000	120.039	120.175	
120.228	119.968	120.009	-62.51	2013-04-01T10:00:00	120.663	120.663	120.207	120.207	
120.621	120.621	120.175	120.175	-46.46	2013-04-01T09:30:00	120.738	120.751	120.556	
120.663	120.706	120.721	120.524	120.621	-1.59	2013-04-01T09:00:00	120.738	120.833	
120.690	120.738	120.706	120.801	120.658	120.706	10.71	2013-04-01T08:30:00	120.869	
120.869	120.714	120.738	120.837	120.839	120.677	120.706	19.35	2013-04-01T08:00:00	
120.837	120.895	120.807	120.869	120.807	120.863	120.773	120.837	51.92	
2013-04-01T07:30:00	120.705	120.847	120.690	120.837	120.671	120.817	120.656	120.807	
11.08	2013-04-01T07:00:00	120.823	120.849	120.676	120.705	120.775	120.791	120.642	
120.671	-3.17	2013-04-01T06:30:00	120.774	120.843	120.766	120.823	120.726	120.785	
120.716	120.775	12.07	2013-04-01T06:00:00	120.821	120.858	120.765	120.774	120.661	
120.782	120.652	120.726	1.44	2013-04-01T05:30:00	120.779	120.821	120.723	120.821	
120.631	120.700	120.598	120.661	-27.54	2013-04-01T05:00:00	120.779	120.800	120.779	
120.779	120.646	120.661	120.579	120.631	-33.16	2013-04-01T04:30:00	120.690	120.779	
120.685	120.779	120.586	120.655	120.556	120.646	-29.76	2013-04-01T04:00:00	120.741	
120.741	120.679	120.690	120.580	120.594	120.542	120.586	-37.11	2013-04-01T03:30:00	
120.816	120.816	120.684	120.741	120.738	120.738	120.538	120.580	-28.38	
2013-03-30T05:30:00	120.771	120.874	120.771	120.816	120.688	120.788	120.680	120.738	
26.64	2013-03-30T05:00:00	120.771	120.809	120.731	120.771	120.719	120.729	120.629	
120.688	13.40	2013-03-30T04:30:00	120.772	120.791	120.761	120.771	120.720	120.745	
120.704	120.719	41.44	2013-03-30T04:00:00	120.818	120.849	120.761	120.772	120.772	
120.802	120.708	120.720	11.79	2013-03-30T03:30:00	120.804	120.842	120.777	120.818	
120.759	120.789	120.731	120.772	18.52	2013-03-30T03:00:00	120.790	120.862	120.757	
120.804	120.757	120.820	120.700	120.759	52.17	2013-03-30T02:30:00	120.763	120.811	
120.708	120.790	120.717	120.765	120.657	120.757	33.33	2013-03-30T02:00:00	120.729	
120.774	120.724	120.763	120.687	120.722	120.670	120.717	29.08	2013-03-30T01:30:00	
120.719	120.750	120.691	120.729	120.677	120.705	120.640	120.687	16.45	
2013-03-30T01:00:00	120.700	120.765	120.674	120.719	120.662	120.718	120.634	120.677	
6.77	2013-03-30T00:30:00	120.685	120.720	120.681	120.700	120.644	120.676	120.633	
120.662	14.29	2013-03-30T00:00:00	120.736	120.752	120.664	120.685	120.693	120.713	
120.623	120.644	15.26	2013-03-29T23:30:00	120.773	120.783	120.700	120.736	120.732	
120.748	120.651	120.693	35.22	2013-03-29T23:00:00	120.605	120.783	120.600	120.773	
120.567	120.744	120.567	120.732	41.94	2013-03-29T22:30:00	120.654	120.658	120.600	
120.605	120.618	120.623	120.565	120.567	4.10	2013-03-29T22:00:00	120.639	120.679	
120.630	120.654	120.603	120.642	120.594	120.618	38.03	2013-03-29T21:30:00	120.662	
120.662	120.589	120.639	120.624	120.626	120.551	120.603	-2.58	2013-03-29T21:00:00	
120.686	120.698	120.645	120.662	120.650	120.662	120.611	120.624	37.40	
2013-03-29T20:30:00	120.643	120.706	120.629	120.686	120.600	120.670	120.591	120.650	
40.76	2013-03-29T20:00:00	120.613	120.658	120.576	120.643	120.577	120.613	120.530	
120.600	18.08	2013-03-29T19:30:00	120.590	120.623	120.551	120.613	120.544	120.585	
120.505	120.577	43.03	2013-03-29T19:00:00	120.605	120.642	120.578	120.590	120.563	
120.599	120.534	120.544	21.69	2013-03-29T18:30:00	120.600	120.622	120.553	120.605	
120.557	120.582	120.512	120.563	-4.34	2013-03-29T18:00:00	120.578	120.620	120.545	
120.600	120.537	120.576	120.500	120.557	-9.97	2013-03-29T17:30:00	120.647	120.653	
120.558	120.578	120.610	120.627	120.515	120.537	-18.45	2013-03-29T17:00:00	120.528	
120.699	120.520	120.647	120.483	120.659	120.478	120.610	-16.09	2013-03-29T16:30:00	
120.542	120.572	120.488	120.528	120.500	120.530	120.444	120.483	-30.25	
2013-03-29T16:00:00	120.554	120.589	120.345	120.542	120.536	120.551	120.311	120.500	
-29.15	2013-03-29T15:30:00	120.400	120.593	120.400	120.554	120.358	120.565	120.355	
120.536	-28.14	2013-03-29T15:00:00	120.464	120.517	120.319	120.400	120.426	120.481	
120.281	120.358	-79.13	2013-03-29T14:30:00	120.627	120.690	120.430	120.464	120.593	
120.660	120.394	120.426	-77.30	2013-03-29T14:00:00	120.663	120.663	120.577	120.627	
120.629	120.629	120.544	120.593	-64.04	2013-03-29T13:30:00	120.707	120.747	120.632	
120.663	120.675	120.715	120.599	120.629	-13.31	2013-03-29T13:00:00	120.761	120.769	
120.682	120.707	120.727	120.737	120.648	120.675	5.84	2013-03-29T12:30:00	120.711	
120.775	120.698	120.761	120.679	120.743	120.664	120.727	1.65	2013-03-29T12:00:00	
120.720	120.761	120.683	120.711	120.686	120.727	120.651	120.679	-39.77	
2013-03-29T11:30:00	120.747	120.772	120.631	120.720	120.713	120.740	120.599	120.686	
-27.13	2013-03-29T11:00:00	120.752	120.804	120.696	120.747	120.722	120.772	120.663	
120.713	2.08	2013-03-29T10:30:00	120.787	120.793	120.682	120.752	120.753	120.759	
120.650	120.722	5.36	2013-03-29T10:00:00	120.802	120.834	120.669	120.787	120.764	
120.798	120.635	120.753	22.00	2013-03-29T09:30:00	120.704	120.832	120.582	120.802	
120.672	120.797	120.548	120.764	28.44	2013-03-29T09:00:00	120.696	120.855	120.689	
120.704	120.658	120.818	120.652	120.672	5.91	2013-03-29T08:30:00	120.760	120.801	
120.685	120.696	120.722	120.769	120.650	120.658	-9.41	2013-03-29T08:00:00	120.856	
120.857	120.747	120.760	120.819	120.823	120.710	120.722	14.21	2013-03-29T07:30:00	
120.824	120.891	120.779	120.856	120.788	120.877	120.741	120.819	59.04	
2013-03-29T07:00:00	120.755	120.852	120.741	120.824	120.704	120.816	120.704	120.788	
61.41	2013-03-29T06:30:00	120.748	120.811	120.696	120.755	120.699	120.769	120.644	
120.704	64.07	2013-03-29T06:00:00	120.703	120.791	120.682	120.748	120.656	120.747	
120.595	120.699	26.00	2013-03-29T05:30:00	120.671	120.749	120.659	120.703	120.636	
120.731	120.622	120.656	11.60	2013-03-29T05:00:00	120.682	120.720	120.655	120.671	
120.650	120.687	120.618	120.636	-17.43	2013-03-29T04:30:00	120.726	120.729	120.640	
120.682	120.696	120.699	120.608	120.650	-25.90	2013-03-29T04:00:00	120.700	120.769	
120.669	120.726	120.670	120.739	120.637	120.696	-13.22	2013-03-29T03:30:00	120.675	
120.729	120.635	120.700	120.646	120.699	120.603	120.670	-20.08	2013-03-29T03:00:00	
120.629	120.683	120.561	120.675	120.597	120.652	120.534	120.646	-35.11	
2013-03-29T02:30:00	120.520	120.629	120.505	120.629	120.490	120.597	120.475	120.597	
-27.42	2013-03-29T02:00:00	120.618	120.625	120.429	120.520	120.588	120.596	120.397	
120.490	-19.62	2013-03-29T01:30:00	120.636	120.683	120.522	120.618	120.609	120.652	
120.493	120.588	-21.83	2013-03-29T01:00:00	120.752	120.768	120.596	120.636	120.723	
120.740	120.565	120.609	-25.36	2013-03-29T00:30:00	120.826	120.869	120.645	120.752	
120.794	120.839	120.613	120.723	14.25	2013-03-29T00:00:00	120.799	120.890	120.684	
120.826	120.767	120.861	120.653	120.794	31.08	2013-03-28T23:30:00	120.804	120.869	
120.619	120.799	120.774	120.839	120.590	120.767	49.43	2013-03-28T23:00:00	120.874	
120.960	120.680	120.804	120.844	120.930	120.652	120.774	60.92	2013-03-28T22:30:00	
120.791	120.941	120.665	120.874	120.761	120.911	120.645	120.844	76.03	
2013-03-28T22:00:00	120.646	120.886	120.637	120.791	120.615	120.859	120.606	120.761	
43.25	2013-03-28T21:30:00	120.832	120.832	120.591	120.646	120.731	120.809	120.561	
120.615	5.13	2013-03-28T21:00:00	120.813	120.967	120.731	120.832	120.783	120.936	
120.699	120.731	15.27	2013-03-28T20:30:00	120.648	120.941	120.646	120.813	120.618	
120.910	120.615	120.783	18.24	2013-03-28T20:00:00	120.604	120.682	120.455	120.648	
120.573	120.651	120.423	120.618	6.30	2013-03-28T19:30:00	120.318	120.655	120.313	
120.604	120.288	120.625	120.281	120.573	5.14	2013-03-28T19:00:00	120.061	120.412	
120.052	120.318	120.032	120.382	120.020	120.288	-6.78	2013-03-28T18:30:00	119.808	
120.186	119.803	120.061	119.778	120.156	119.772	120.032	-22.50	2013-03-28T18:00:00	
120.098	120.178	119.764	119.808	120.066	120.148	119.733	119.778	-41.50	
2013-03-28T17:30:00	120.548	120.557	120.068	120.098	120.517	120.528	120.038	120.066	
-18.39	2013-03-28T17:00:00	120.477	120.707	120.477	120.548	120.446	120.676	120.446	
120.517	38.94	2013-03-28T16:30:00	120.480	120.528	120.300	120.477	120.451	120.502	
120.269	120.446	23.48	2013-03-28T16:00:00	120.540	120.801	120.460	120.480	120.510	
120.771	120.430	120.451	41.94	2013-03-28T15:30:00	120.518	120.634	120.511	120.540	
120.486	120.606	120.481	120.510	29.61	2013-03-28T15:00:00	120.417	120.525	120.402	
120.518	120.390	120.495	120.372	120.486	30.37	2013-03-28T14:30:00	120.357	120.462	
120.326	120.417	120.327	120.434	120.296	120.390	-4.91	2013-03-28T14:00:00	120.278	
120.404	120.223	120.357	120.249	120.376	120.193	120.327	-26.72	2013-03-28T13:30:00	
120.257	120.284	120.156	120.278	120.226	120.254	120.125	120.249	-52.76	
2013-03-28T13:00:00	120.348	120.360	120.247	120.257	120.318	120.331	120.215	120.226	
-26.01	2013-03-28T12:30:00	120.366	120.368	120.252	120.348	120.338	120.339	120.222	
120.318	-20.58	2013-03-28T12:00:00	120.233	120.386	120.228	120.366	120.204	120.356	
120.198	120.338	-23.47	2013-03-28T11:30:00	120.348	120.398	120.231	120.233	120.319	
120.370	120.200	120.204	-49.43	2013-03-28T11:00:00	120.318	120.499	120.306	120.348	
120.288	120.469	120.274	120.319	-30.46	2013-03-28T10:30:00	120.452	120.452	120.284	
120.318	120.424	120.424	120.252	120.288	-41.60	2013-03-28T10:00:00	120.551	120.555	
120.352	120.452	120.521	120.525	120.321	120.424	-30.68	2013-03-28T09:30:00	120.698	
120.710	120.489	120.551	120.669	120.685	120.459	120.521	-21.50	2013-03-28T09:00:00	
120.507	120.702	120.507	120.698	120.477	120.672	120.477	120.669	16.34	
2013-03-28T08:30:00	120.535	120.578	120.472	120.507	120.503	120.548	120.444	120.477	
-16.36	2013-03-28T08:00:00	120.587	120.670	120.507	120.535	120.557	120.640	120.471	
120.503	-10.58	2013-03-28T07:30:00	120.672	120.672	120.551	120.587	120.640	120.640	
120.519	120.557	-23.14	2013-03-28T07:00:00	120.623	120.725	120.614	120.672	120.573	
120.695	120.573	120.640	9.85	2013-03-28T06:30:00	120.704	120.708	120.616	120.623	
120.657	120.662	120.571	120.573	26.62	2013-03-28T06:00:00	120.732	120.778	120.698	
120.704	120.655	120.729	120.650	120.657	24.08	2013-03-28T05:30:00	120.696	120.742	
120.652	120.732	120.664	120.709	120.623	120.655	13.89	2013-03-28T05:00:00	120.599	
120.705	120.599	120.696	120.569	120.676	120.569	120.664	7.58	2013-03-28T04:30:00	
120.579	120.645	120.568	120.599	120.549	120.615	120.537	120.569	-13.29	
2013-03-28T04:00:00	120.576	120.589	120.475	120.579	120.547	120.560	120.443	120.549	
20.18	2013-03-28T03:30:00	120.693	120.714	120.560	120.576	120.669	120.684	120.528	
120.547	32.39	2013-03-28T03:00:00	120.615	120.707	120.554	120.693	120.593	120.679	
120.524	120.669	20.45	2013-03-28T02:30:00	120.449	120.616	120.394	120.615	120.417	
120.593	120.363	120.593	26.27	2013-03-28T02:00:00	120.543	120.589	120.366	120.449	
120.513	120.560	120.334	120.417	-2.99	2013-03-28T01:30:00	120.595	120.684	120.520	
120.543	120.565	120.654	120.488	120.513	11.27	2013-03-28T01:00:00	120.640	120.754	
120.549	120.595	120.612	120.724	120.517	120.565	23.59	2013-03-28T00:30:00	120.683	
120.779	120.524	120.640	120.653	120.749	120.495	120.612	9.63	2013-03-28T00:00:00	
120.400	120.802	120.381	120.683	120.368	120.771	120.349	120.653	-3.64	
2013-03-27T23:30:00	120.233	120.512	120.154	120.400	120.204	120.484	120.122	120.368	
-34.15	2013-03-27T23:00:00	120.463	120.465	119.963	120.233	120.431	120.434	119.931	
120.204	-52.62	2013-03-27T22:30:00	120.295	120.527	120.189	120.463	120.263	120.497	
120.161	120.431	-52.56	2013-03-27T22:00:00	120.484	120.575	120.241	120.295	120.455	
120.545	120.211	120.263	-73.41	2013-03-27T21:30:00	120.403	120.659	120.360	120.484	
120.371	120.631	120.329	120.455	-56.46	2013-03-27T21:00:00	120.283	120.429	120.104	
120.403	120.252	120.400	120.072	120.371	-69.98	2013-03-27T20:30:00	120.498	120.550	
120.283	120.283	120.468	120.524	120.251	120.252	-86.58	2013-03-27T20:00:00	120.745	
120.766	120.332	120.498	120.715	120.736	120.300	120.468	-84.60	2013-03-27T19:30:00	
120.954	120.982	120.576	120.745	120.923	120.952	120.545	120.715	-82.01	
2013-03-27T19:00:00	121.060	121.205	120.891	120.954	121.028	121.175	120.861	120.923	
-69.26	2013-03-27T18:30:00	121.285	121.310	121.022	121.060	121.253	121.280	120.991	
