日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	K	D	
54.11	2013-04-26T13:00:00	129.234	129.279	129.033	129.212	129.199	129.247	128.977	
129.174	76.70	55.40	2013-04-26T12:30:00	128.942	129.411	128.910	129.234	128.910	
129.363	128.878	129.199	79.78	56.44	2013-04-26T12:00:00	128.884	128.992	128.783	
128.942	128.852	128.959	128.751	128.910	49.86	56.26	2013-04-26T11:30:00	128.842	
128.919	128.583	128.884	128.812	128.889	128.552	128.852	41.78	53.92	
2013-04-26T11:00:00	129.216	129.238	128.662	128.842	129.187	129.208	128.626	128.812	
28.88	48.79	2013-04-26T10:30:00	129.203	129.246	129.021	129.216	129.173	129.217	
128.993	129.187	81.92	51.29	2013-04-26T10:00:00	129.020	129.300	129.001	129.203	
128.993	129.270	128.969	129.173	78.87	41.09	2013-04-26T09:30:00	128.918	129.090	
128.892	129.020	128.888	129.062	128.860	128.993	38.16	41.14	2013-04-26T09:00:00	
129.202	129.288	128.843	128.918	129.169	129.257	128.811	128.888	16.14	
50.00	2013-04-26T08:30:00	129.183	129.267	129.117	129.202	129.136	129.234	129.085	
129.169	41.38	58.57	2013-04-26T08:00:00	129.274	129.301	129.180	129.183	129.242	
129.269	129.136	129.136	30.91	66.91	2013-04-26T07:30:00	129.273	129.318	129.229	
129.274	129.242	129.288	129.197	129.242	79.09	65.49	2013-04-26T07:00:00	129.239	
129.289	129.211	129.273	129.188	129.260	129.182	129.242	82.46	56.80	
2013-04-26T06:30:00	129.292	129.321	129.207	129.239	129.244	129.276	129.143	129.188	
59.01	47.72	2013-04-26T06:00:00	129.161	129.415	129.147	129.292	129.103	129.279	
129.068	129.244	83.09	37.82	2013-04-26T05:30:00	129.230	129.270	129.136	129.161	
129.193	129.239	129.098	129.103	23.81	28.39	2013-04-26T05:00:00	129.232	129.292	
129.192	129.230	129.200	129.262	129.161	129.193	35.64	34.19	2013-04-26T04:30:00	
129.089	129.266	129.089	129.232	129.061	129.235	129.057	129.200	37.03	
42.55	2013-04-26T04:00:00	129.322	129.322	129.045	129.089	129.290	129.291	129.013	
129.061	9.50	42.88	2013-04-26T03:30:00	129.382	129.422	129.274	129.322	129.350	
129.391	129.249	129.290	35.96	45.19	2013-04-26T03:00:00	129.359	129.546	129.336	
129.382	129.327	129.518	129.304	129.350	52.81	43.03	2013-04-26T02:30:00	129.301	
129.397	129.301	129.359	129.271	129.367	129.271	129.327	77.46	37.96	
2013-04-26T02:00:00	129.266	129.342	129.194	129.301	129.234	129.312	129.162	129.271	
38.65	27.55	2013-04-26T01:30:00	129.264	129.325	129.228	129.266	129.233	129.295	
129.197	129.234	21.05	25.54	2013-04-26T01:00:00	129.300	129.323	129.210	129.264	
129.271	129.292	129.178	129.233	25.18	23.43	2013-04-26T00:30:00	129.319	129.405	
129.228	129.300	129.289	129.375	129.196	129.271	27.46	21.13	2013-04-26T00:00:00	
129.391	129.472	129.276	129.319	129.363	129.444	129.246	129.289	25.40	
17.59	2013-04-25T23:30:00	129.265	129.465	129.245	129.391	129.236	129.434	129.214	
129.363	28.59	23.24	2013-04-25T23:00:00	129.411	129.462	129.191	129.265	129.379	
129.432	129.162	129.236	10.53	34.38	2013-04-25T22:30:00	129.452	129.588	129.334	
129.411	129.420	129.559	129.302	129.379	13.68	41.91	2013-04-25T22:00:00	129.623	
129.693	129.404	129.452	129.594	129.662	129.372	129.420	9.74	47.63	
2013-04-25T21:30:00	129.736	129.895	129.597	129.623	129.709	129.865	129.565	129.594	
53.68	56.79	2013-04-25T21:00:00	129.525	129.819	129.523	129.736	129.494	129.789	
129.491	129.709	84.28	51.58	2013-04-25T20:30:00	129.551	129.621	129.483	129.525	
129.521	129.593	129.454	129.494	48.20	45.50	2013-04-25T20:00:00	129.584	129.752	
129.531	129.551	129.554	129.724	129.500	129.521	42.28	48.93	2013-04-25T19:30:00	
129.400	129.622	129.310	129.584	129.369	129.594	129.280	129.554	55.49	
59.96	2013-04-25T19:00:00	129.506	129.617	129.400	129.400	129.475	129.587	129.367	
129.369	27.67	59.99	2013-04-25T18:30:00	129.598	129.698	129.396	129.506	129.568	
129.668	129.365	129.475	53.87	62.12	2013-04-25T18:00:00	129.718	129.880	129.530	
129.598	129.688	129.850	129.498	129.568	65.31	64.40	2013-04-25T17:30:00	129.390	
129.734	129.217	129.718	129.359	129.705	129.185	129.688	97.46	62.72	
2013-04-25T17:00:00	129.314	129.434	129.292	129.390	129.284	129.405	129.261	129.359	
55.61	49.51	2013-04-25T16:30:00	129.499	129.508	129.067	129.314	129.468	129.479	
129.037	129.284	38.35	40.13	2013-04-25T16:00:00	129.447	129.645	129.397	129.499	
129.417	129.616	129.365	129.468	65.25	44.32	2013-04-25T15:30:00	129.289	129.517	
129.220	129.447	129.261	129.490	129.189	129.417	56.93	31.40	2013-04-25T15:00:00	
129.358	129.421	129.099	129.289	129.327	129.397	129.068	129.261	31.38	
21.94	2013-04-25T14:30:00	129.637	129.710	129.322	129.358	129.607	129.681	129.290	
129.327	8.73	19.66	2013-04-25T14:00:00	129.483	129.642	129.444	129.637	129.453	
129.611	129.416	129.607	59.32	24.01	2013-04-25T13:30:00	129.628	129.640	129.483	
129.483	129.597	129.611	129.451	129.453	0.62	21.11	2013-04-25T13:00:00	129.690	
129.712	129.605	129.628	129.659	129.683	129.578	129.597	9.64	33.60	
2013-04-25T12:30:00	129.673	129.742	129.650	129.690	129.645	129.714	129.621	129.659	
20.00	46.75	2013-04-25T12:00:00	129.726	129.765	129.642	129.673	129.695	129.738	
129.614	129.645	30.46	61.46	2013-04-25T11:30:00	129.737	129.804	129.677	129.726	
129.705	129.775	129.649	129.695	44.83	71.95	2013-04-25T11:00:00	129.781	129.800	
129.633	129.737	129.753	129.770	129.602	129.705	63.08	81.99	2013-04-25T10:30:00	
129.827	129.916	129.733	129.781	129.795	129.887	129.703	129.753	75.37	
75.27	2013-04-25T10:00:00	129.633	129.851	129.567	129.827	129.605	129.826	129.539	
129.795	93.58	79.45	2013-04-25T09:30:00	129.623	129.690	129.590	129.633	129.591	
129.659	129.558	129.605	82.91	73.86	2013-04-25T09:00:00	129.431	129.631	129.424	
129.623	129.404	129.604	129.394	129.591	95.02	69.67	2013-04-25T08:30:00	129.574	
129.574	129.373	129.431	129.544	129.546	129.343	129.404	29.47	58.48	
2013-04-25T08:00:00	129.549	129.577	129.513	129.574	129.517	129.548	129.482	129.544	
96.27	59.99	2013-04-25T07:30:00	129.537	129.581	129.509	129.549	129.516	129.550	
129.477	129.517	65.64	46.02	2013-04-25T07:00:00	129.535	129.567	129.489	129.537	
129.487	129.550	129.460	129.516	61.95	47.38	2013-04-25T06:30:00	129.528	129.541	
129.482	129.535	129.482	129.496	129.436	129.487	39.04	52.04	2013-04-25T06:00:00	
129.545	129.578	129.488	129.528	129.484	129.544	129.389	129.482	37.05	
55.03	2013-04-25T05:30:00	129.597	129.613	129.478	129.545	129.565	129.584	129.441	
129.484	26.42	65.52	2013-04-25T05:00:00	129.621	129.624	129.531	129.597	129.593	
129.594	129.502	129.565	72.43	76.30	2013-04-25T04:30:00	129.481	129.671	129.473	
129.621	129.452	129.640	129.444	129.593	85.27	78.58	2013-04-25T04:00:00	129.584	
129.630	129.459	129.481	129.555	129.601	129.428	129.452	54.01	78.51	
2013-04-25T03:30:00	129.534	129.610	129.510	129.584	129.502	129.582	129.479	129.555	
89.46	86.18	2013-04-25T03:00:00	129.420	129.628	129.399	129.534	129.389	129.598	
129.368	129.502	80.33	87.14	2013-04-25T02:30:00	129.423	129.461	129.351	129.420	
129.393	129.433	129.321	129.389	83.85	85.51	2013-04-25T02:00:00	129.313	129.485	
129.309	129.423	129.283	129.457	129.277	129.393	84.91	83.55	2013-04-25T01:30:00	
129.298	129.335	129.219	129.313	129.266	129.305	129.190	129.283	92.33	
79.13	2013-04-25T01:00:00	129.182	129.323	129.140	129.298	129.152	129.294	129.110	
129.266	94.31	71.23	2013-04-25T00:30:00	129.191	129.207	129.066	129.182	129.161	
129.178	129.036	129.152	72.16	58.29	2013-04-25T00:00:00	129.165	129.210	129.061	
129.191	129.133	129.180	129.033	129.161	74.02	48.90	2013-04-24T23:30:00	129.222	
129.268	129.050	129.165	129.193	129.238	129.018	129.133	62.81	37.73	
2013-04-24T23:00:00	129.176	129.281	128.829	129.222	129.145	129.253	128.802	129.193	
52.84	25.17	2013-04-24T22:30:00	129.178	129.317	129.069	129.176	129.148	129.287	
129.035	129.145	29.61	23.04	2013-04-24T22:00:00	129.142	129.257	129.055	129.178	
129.112	129.227	129.026	129.148	25.22	23.69	2013-04-24T21:30:00	129.382	129.382	
129.009	129.142	129.305	129.329	128.978	129.112	18.18	34.66	2013-04-24T21:00:00	
129.557	129.572	129.338	129.382	129.527	129.542	129.305	129.305	0.00	
48.20	2013-04-24T20:30:00	129.515	129.566	129.479	129.557	129.486	129.537	129.447	
129.527	42.18	67.66	2013-04-24T20:00:00	129.664	129.681	129.391	129.515	129.634	
129.652	129.360	129.486	32.88	73.34	2013-04-24T19:30:00	129.671	129.744	129.595	
129.664	129.641	129.715	129.563	129.634	80.08	85.16	2013-04-24T19:00:00	129.677	
129.812	129.645	129.671	129.650	129.782	129.615	129.641	85.84	75.91	
2013-04-24T18:30:00	129.406	129.704	129.373	129.677	129.376	129.674	129.341	129.650	
97.30	62.86	2013-04-24T18:00:00	129.585	129.628	129.383	129.406	129.555	129.599	
129.352	129.376	70.57	53.25	2013-04-24T17:30:00	129.087	129.651	129.071	129.585	
129.060	129.622	129.039	129.555	91.99	53.33	2013-04-24T17:00:00	129.301	129.334	
128.841	129.087	129.249	129.282	128.786	129.060	33.83	53.67	2013-04-24T16:30:00	
129.378	129.488	129.189	129.301	129.346	129.462	129.159	129.249	20.59	
64.67	2013-04-24T16:00:00	129.432	129.623	129.366	129.378	129.401	129.596	129.337	
129.346	49.29	75.06	2013-04-24T15:30:00	129.527	129.527	129.340	129.432	129.496	
129.496	129.308	129.401	70.95	78.38	2013-04-24T15:00:00	129.347	129.550	129.313	
129.527	129.318	129.523	129.281	129.496	93.69	78.27	2013-04-24T14:30:00	129.244	
129.375	129.193	129.347	129.214	129.346	129.163	129.318	88.84	72.26	
2013-04-24T14:00:00	129.217	129.248	129.135	129.244	129.186	129.221	129.103	129.214	
72.53	66.60	2013-04-24T13:30:00	129.215	129.295	129.155	129.217	129.183	129.268	
129.126	129.186	65.87	57.89	2013-04-24T13:00:00	129.263	129.275	129.122	129.215	
129.232	129.252	129.095	129.183	70.41	46.52	2013-04-24T12:30:00	129.289	129.355	
129.189	129.263	129.257	129.328	129.160	129.232	63.65	36.02	2013-04-24T12:00:00	
129.089	129.293	128.945	129.289	129.059	129.264	128.913	129.257	60.55	
33.76	2013-04-24T11:30:00	128.942	129.126	128.942	129.089	128.915	129.098	128.912	
129.059	28.96	32.32	2013-04-24T11:00:00	129.244	129.264	128.870	128.942	129.216	
129.234	128.838	128.915	9.05	43.38	2013-04-24T10:30:00	129.489	129.489	129.145	
129.244	129.457	129.457	129.113	129.216	17.88	58.49	2013-04-24T10:00:00	129.466	
129.560	129.364	129.489	129.437	129.530	129.332	129.457	52.36	73.45	
2013-04-24T09:30:00	129.628	129.631	129.439	129.466	129.599	129.601	129.411	129.437	
53.33	73.71	2013-04-24T09:00:00	129.511	129.720	129.466	129.628	129.479	129.689	
129.439	129.599	84.29	68.96	2013-04-24T08:30:00	129.378	129.575	129.253	129.511	
129.349	129.549	129.223	129.479	84.58	58.81	2013-04-24T08:00:00	129.272	129.378	
129.233	129.378	129.242	129.349	129.202	129.349	92.70	46.64	2013-04-24T07:30:00	
129.206	129.292	129.181	129.272	129.176	129.262	129.149	129.242	53.65	
45.63	2013-04-24T07:00:00	129.239	129.278	129.144	129.206	129.187	129.244	129.116	
129.176	29.56	46.58	2013-04-24T06:30:00	129.288	129.346	129.155	129.239	129.176	
129.279	129.095	129.187	33.58	58.51	2013-04-24T06:00:00	129.347	129.432	129.186	
129.288	129.295	129.369	129.125	129.176	23.72	70.03	2013-04-24T05:30:00	129.197	
129.362	129.192	129.347	129.165	129.315	129.162	129.295	87.64	81.11	
2013-04-24T05:00:00	129.309	129.380	129.186	129.197	129.276	129.350	129.155	129.165	
58.43	76.64	2013-04-24T04:30:00	129.251	129.333	129.229	129.309	129.219	129.303	
129.197	129.276	89.18	81.19	2013-04-24T04:00:00	129.150	129.273	129.148	129.251	
129.119	129.243	129.116	129.219	91.18	76.50	2013-04-24T03:30:00	128.995	129.183	
128.933	129.150	128.963	129.154	128.905	129.119	79.10	65.79	2013-04-24T03:00:00	
129.290	129.349	128.978	128.995	129.264	129.321	128.946	128.963	65.30	
56.43	2013-04-24T02:30:00	129.085	129.296	128.989	129.290	129.055	129.267	128.955	
129.264	81.17	56.72	2013-04-24T02:00:00	129.266	129.266	128.202	129.085	129.236	
129.236	128.165	129.055	65.73	56.46	2013-04-24T01:30:00	129.325	129.398	129.095	
129.266	129.294	129.371	129.065	129.236	37.67	58.51	2013-04-24T01:00:00	129.400	
129.417	129.185	129.325	129.368	129.387	129.153	129.294	32.29	67.90	
2013-04-24T00:30:00	129.367	129.547	129.331	129.400	129.335	129.519	129.301	129.368	
66.76	78.48	2013-04-24T00:00:00	129.312	129.402	129.181	129.367	129.280	129.372	
129.149	129.335	79.85	84.24	2013-04-23T23:30:00	129.424	129.533	129.262	129.312	
129.394	129.505	129.234	129.280	76.00	80.27	2013-04-23T23:00:00	129.290	129.623	
129.267	129.424	129.257	129.598	129.233	129.394	84.60	81.90	2013-04-23T22:30:00	
128.936	129.465	128.936	129.290	128.906	129.441	128.906	129.257	85.17	
84.02	2013-04-23T22:00:00	128.341	128.977	128.324	128.936	128.312	128.950	128.293	
128.906	95.56	83.86	2013-04-23T21:30:00	128.529	128.541	128.298	128.341	128.498	
128.511	128.273	128.312	60.00	69.85	2013-04-23T21:00:00	128.536	128.650	128.415	
128.529	128.505	128.620	128.386	128.498	84.16	61.79	2013-04-23T20:30:00	128.251	
128.565	128.232	128.536	128.228	128.538	128.200	128.505	95.20	51.80	
2013-04-23T20:00:00	127.989	128.328	127.989	128.251	127.960	128.298	127.960	128.228	
84.38	34.85	2013-04-23T19:30:00	128.069	128.163	127.881	127.989	128.041	128.133	
127.850	127.960	25.52	20.26	2013-04-23T19:00:00	128.200	128.271	128.027	128.069	
128.171	128.242	127.997	128.041	19.68	18.62	2013-04-23T18:30:00	128.093	128.306	
128.060	128.200	128.064	128.281	128.028	128.171	34.23	17.78	2013-04-23T18:00:00	
128.100	128.214	128.054	128.093	128.078	128.186	128.027	128.064	10.43	
13.87	2013-04-23T17:30:00	128.191	128.290	127.998	128.100	128.162	128.260	127.967	
128.078	11.42	31.39	2013-04-23T17:00:00	128.162	128.373	127.999	128.191	128.136	
128.343	127.968	128.162	17.34	31.28	2013-04-23T16:30:00	128.690	128.691	127.945	
128.162	128.661	128.661	127.916	128.136	15.50	41.23	2013-04-23T16:00:00	129.064	
129.365	128.598	128.690	129.032	129.335	128.566	128.661	14.68	45.68	
2013-04-23T15:30:00	128.630	129.073	128.575	129.064	128.598	129.042	128.545	129.032	
97.99	53.64	2013-04-23T15:00:00	128.842	128.886	128.587	128.630	128.815	128.855	
128.554	128.598	10.86	40.91	2013-04-23T14:30:00	128.779	128.905	128.692	128.842	
128.749	128.875	128.660	128.815	67.12	40.74	2013-04-23T14:00:00	128.887	128.987	
128.775	128.779	128.857	128.959	128.746	128.749	37.75	28.52	2013-04-23T13:30:00	
128.837	128.938	128.784	128.887	128.805	128.909	128.752	128.857	54.46	
23.93	2013-04-23T13:00:00	128.657	128.855	128.657	128.837	128.626	128.825	128.626	
128.805	34.34	19.00	2013-04-23T12:30:00	128.795	128.895	128.552	128.657	128.768	
128.865	128.521	128.626	10.03	17.29	2013-04-23T12:00:00	128.970	129.151	128.752	
128.795	128.940	129.125	128.713	128.768	6.04	19.56	2013-04-23T11:30:00	129.101	
129.165	128.910	128.970	129.069	129.138	128.880	128.940	14.78	20.99	
2013-04-23T11:00:00	129.361	129.379	128.850	129.101	129.329	129.348	128.813	129.069	
29.80	21.96	2013-04-23T10:30:00	129.583	129.598	129.226	129.361	129.554	129.568	
129.194	129.329	25.81	18.82	2013-04-23T10:00:00	129.560	129.654	129.514	129.583	
129.529	129.624	129.484	129.554	21.34	24.41	2013-04-23T09:30:00	129.579	129.697	
129.556	129.560	129.550	129.672	129.524	129.529	13.19	40.14	2013-04-23T09:00:00	
129.562	129.702	129.536	129.579	129.532	129.672	129.504	129.550	19.63	
45.16	2013-04-23T08:30:00	129.724	129.747	129.516	129.562	129.695	129.717	129.486	
129.532	14.11	53.47	2013-04-23T08:00:00	129.839	129.842	129.698	129.724	129.811	
129.812	129.670	129.695	53.75	59.97	2013-04-23T07:30:00	129.628	129.839	129.624	
129.839	129.599	129.811	129.592	129.811	100.00	55.78	2013-04-23T07:00:00	129.734	
129.802	129.591	129.628	129.684	129.772	129.559	129.599	38.30	41.03	
2013-04-23T06:30:00	129.712	129.850	129.699	129.734	129.682	129.810	129.658	129.684	
61.19	41.01	2013-04-23T06:00:00	129.669	129.786	129.669	129.712	129.634	129.734	
129.570	129.682	46.62	41.02	2013-04-23T05:30:00	129.617	129.673	129.498	129.669	
129.586	129.658	129.468	129.634	32.81	44.81	2013-04-23T05:00:00	129.676	129.722	
129.568	129.617	129.649	129.693	129.538	129.586	26.24	57.92	2013-04-23T04:30:00	
129.802	129.851	129.619	129.676	129.770	129.821	129.592	129.649	38.21	
61.39	2013-04-23T04:00:00	129.825	129.958	129.769	129.802	129.793	129.927	129.737	
129.770	61.22	71.70	2013-04-23T03:30:00	129.835	130.003	129.771	129.825	129.803	
129.974	129.740	129.793	65.59	75.35	2013-04-23T03:00:00	129.486	129.838	129.478	
129.835	129.456	129.809	129.448	129.803	98.34	77.96	2013-04-23T02:30:00	129.694	
129.715	129.480	129.486	129.666	129.685	129.449	129.456	43.57	74.92	
2013-04-23T02:00:00	129.625	129.703	129.589	129.694	129.595	129.673	129.559	129.666	
89.80	74.65	2013-04-23T01:30:00	129.579	129.756	129.560	129.625	129.549	129.728	
129.530	129.595	79.48	64.86	2013-04-23T01:00:00	129.600	129.753	129.565	129.579	
129.573	129.726	129.533	129.549	78.62	53.79	2013-04-23T00:30:00	129.299	129.673	
129.278	129.600	129.269	129.644	129.246	129.573	83.13	43.53	2013-04-23T00:00:00	
129.392	129.463	129.152	129.299	129.360	129.433	129.120	129.269	42.21	
28.25	2013-04-22T23:30:00	129.223	129.417	129.109	129.392	129.193	129.387	129.080	
129.360	40.85	23.42	2013-04-22T23:00:00	129.676	129.690	128.930	129.223	129.661	
129.661	128.898	129.193	24.14	18.99	2013-04-22T22:30:00	129.638	129.740	129.504	
129.676	129.608	129.710	129.473	129.661	27.33	23.68	2013-04-22T22:00:00	129.783	
129.806	129.597	129.638	129.756	129.777	129.568	129.608	6.75	23.67	
2013-04-22T21:30:00	129.996	130.059	129.695	129.783	129.965	130.029	129.666	129.756	
18.04	25.08	2013-04-22T21:00:00	130.138	130.150	129.929	129.996	130.106	130.120	
129.897	129.965	18.68	34.76	2013-04-22T20:30:00	130.084	130.187	130.011	130.138	
130.055	130.161	129.980	130.106	47.64	44.13	2013-04-22T20:00:00	130.027	130.177	
129.992	130.084	129.995	130.147	129.965	130.055	27.27	45.31	2013-04-22T19:30:00	
130.181	130.191	130.017	130.027	130.154	130.165	129.985	129.995	13.79	
49.79	2013-04-22T19:00:00	130.193	130.291	130.154	130.181	130.164	130.261	130.122	
130.154	66.43	53.30	2013-04-22T18:30:00	130.243	130.272	130.114	130.193	130.211	
130.242	130.083	130.164	65.53	40.02	2013-04-22T18:00:00	130.217	130.324	130.140	
130.243	130.187	130.295	130.109	130.211	53.50	35.91	2013-04-22T17:30:00	130.102	
130.269	129.978	130.217	130.072	130.239	129.947	130.187	49.68	40.68	
2013-04-22T17:00:00	129.994	130.203	129.902	130.102	129.968	130.173	129.875	130.072	
31.37	37.74	2013-04-22T16:30:00	130.299	130.344	129.994	129.994	130.272	130.316	
129.968	129.968	0.00	44.06	2013-04-22T16:00:00	130.444	130.531	130.299	130.299	
130.414	130.503	130.267	130.272	45.00	49.23	2013-04-22T15:30:00	130.266	130.447	
130.151	130.444	130.237	130.417	130.121	130.414	77.34	41.45	2013-04-22T15:00:00	
130.406	130.433	130.213	130.266	130.374	130.404	130.183	130.237	35.00	
35.88	2013-04-22T14:30:00	130.286	130.422	130.115	130.406	130.255	130.392	130.083	
130.374	62.99	37.37	2013-04-22T14:00:00	130.408	130.443	130.180	130.286	130.379	
130.413	130.154	130.255	25.83	34.06	2013-04-22T13:30:00	130.523	130.541	130.396	
130.408	130.497	130.511	130.366	130.379	6.10	39.45	2013-04-22T13:00:00	130.540	
130.550	130.488	130.523	130.510	130.523	130.458	130.497	49.47	54.13	
2013-04-22T12:30:00	130.505	130.575	130.504	130.540	130.476	130.545	130.473	130.510	
42.46	58.65	2013-04-22T12:00:00	130.503	130.549	130.475	130.505	130.477	130.519	
130.445	130.476	46.41	68.60	2013-04-22T11:30:00	130.593	130.606	130.433	130.503	
130.564	130.579	130.403	130.477	52.79	71.74	2013-04-22T11:00:00	130.563	130.623	
130.496	130.593	130.531	130.593	130.464	130.564	79.50	67.83	2013-04-22T10:30:00	
130.584	130.685	130.534	130.563	130.555	130.655	130.502	130.531	72.07	
59.25	2013-04-22T10:00:00	130.403	130.612	130.353	130.584	130.375	130.584	130.321	
130.555	92.23	56.88	2013-04-22T09:30:00	130.337	130.473	130.314	130.403	130.303	
130.445	130.278	130.375	62.12	53.06	2013-04-22T09:00:00	130.353	130.381	130.242	
130.337	130.322	130.350	130.211	130.303	33.21	45.19	2013-04-22T08:30:00	130.434	
130.457	130.252	130.353	130.402	130.427	130.226	130.322	36.64	53.93	
2013-04-22T08:00:00	130.502	130.503	130.397	130.434	130.473	130.474	130.366	130.402	
60.22	61.28	2013-04-22T07:30:00	130.344	130.504	130.319	130.502	130.309	130.475	
130.287	130.473	73.09	67.85	2013-04-22T07:00:00	130.457	130.521	130.278	130.344	
130.403	130.488	130.234	130.309	22.80	72.21	2013-04-22T06:30:00	130.444	130.488	
130.428	130.457	130.362	130.433	130.357	130.403	76.91	86.74	2013-04-22T06:00:00	
130.580	130.599	130.413	130.444	130.513	130.513	130.354	130.362	73.37	
74.14	2013-04-22T05:30:00	130.611	130.657	130.571	130.580	130.527	130.561	130.502	
130.513	93.08	66.52	2013-04-22T05:00:00	130.642	130.650	130.609	130.611	130.531	
130.563	130.493	130.527	94.91	58.04	2013-04-22T04:30:00	130.007	130.725	130.007	
130.642	129.860	130.566	129.860	130.531	95.43	54.44	2013-04-20T05:30:00	129.939	
130.030	129.886	130.007	129.887	129.961	129.800	129.860	13.89	49.80	
2013-04-20T05:00:00	129.954	130.057	129.917	129.939	129.924	130.019	129.865	129.887	
35.28	66.36	2013-04-20T04:30:00	130.107	130.107	129.910	129.954	130.077	130.077	
129.879	129.924	50.70	70.97	2013-04-20T04:00:00	130.048	130.123	129.972	130.107	
130.016	130.094	129.935	130.077	76.90	70.47	2013-04-20T03:30:00	130.244	130.262	
129.922	130.048	130.212	130.232	129.890	130.016	72.22	61.39	2013-04-20T03:00:00	
129.725	130.268	129.725	130.244	129.694	130.241	129.694	130.212	96.70	
50.96	2013-04-20T02:30:00	129.709	129.771	129.630	129.725	129.679	129.742	129.598	
129.694	58.32	32.98	2013-04-20T02:00:00	129.599	129.711	129.563	129.709	129.569	
129.681	129.531	129.679	48.18	30.70	2013-04-20T01:30:00	129.550	129.683	129.463	
129.599	129.519	129.654	129.431	129.569	31.52	29.57	2013-04-20T01:00:00	129.742	
129.776	129.406	129.550	129.714	129.746	129.361	129.519	20.08	31.53	
2013-04-20T00:30:00	129.883	129.962	129.727	129.742	129.853	129.932	129.697	129.714	
6.79	35.66	2013-04-20T00:00:00	129.841	130.046	129.784	129.883	129.810	130.021	
129.754	129.853	46.93	40.07	2013-04-19T23:30:00	129.843	129.978	129.710	129.841	
129.820	129.951	129.680	129.810	42.57	35.50	2013-04-19T23:00:00	129.847	130.175	
129.788	129.843	129.816	130.148	129.760	129.820	41.30	31.07	2013-04-19T22:30:00	
129.764	130.217	129.720	129.847	129.734	130.181	129.690	129.816	40.72	
35.79	2013-04-19T22:00:00	129.730	129.825	129.595	129.764	129.701	129.795	129.563	
129.734	28.84	39.94	2013-04-19T21:30:00	129.857	129.876	129.568	129.730	129.828	
129.853	129.535	129.701	24.06	45.10	2013-04-19T21:00:00	129.934	130.255	129.851	
129.857	129.905	130.225	129.821	129.828	20.44	51.61	2013-04-19T20:30:00	129.921	
130.042	129.806	129.934	129.892	130.017	129.777	129.905	64.91	65.02	
2013-04-19T20:00:00	129.845	130.044	129.813	129.921	129.818	130.016	129.783	129.892	
61.48	66.83	2013-04-19T19:30:00	129.855	129.892	129.780	129.845	129.823	129.863	
129.748	129.818	54.64	73.88	2013-04-19T19:00:00	129.958	130.067	129.758	129.855	
129.928	130.038	129.726	129.823	56.57	79.08	2013-04-19T18:30:00	129.714	130.031	
129.691	129.958	129.682	130.008	129.659	129.928	87.52	86.53	2013-04-19T18:00:00	
129.925	129.925	129.714	129.714	129.894	129.897	129.682	129.682	73.95	
88.04	2013-04-19T17:30:00	129.686	129.952	129.585	129.925	129.656	129.925	129.553	
129.894	96.74	89.11	2013-04-19T17:00:00	129.834	129.885	129.575	129.686	129.802	
129.854	129.543	129.656	80.61	87.11	2013-04-19T16:30:00	129.466	129.906	129.397	
129.834	129.436	129.877	129.367	129.802	93.80	83.49	2013-04-19T16:00:00	129.226	
129.507	129.021	129.466	129.196	129.477	128.992	129.436	95.09	74.04	
2013-04-19T15:30:00	129.085	129.379	129.007	129.226	129.055	129.354	128.974	129.196	
79.29	61.05	2013-04-19T15:00:00	128.770	129.155	128.768	129.085	128.741	129.135	
128.737	129.055	86.75	55.96	2013-04-19T14:30:00	128.723	128.895	128.695	128.770	
128.693	128.867	128.668	128.741	62.50	50.04	2013-04-19T14:00:00	128.681	128.829	
128.670	128.723	128.652	128.800	128.642	128.693	46.55	53.05	2013-04-19T13:30:00	
128.657	128.751	128.615	128.681	128.628	128.721	128.591	128.652	30.17	
58.46	2013-04-19T13:00:00	128.618	128.741	128.562	128.657	128.586	128.711	128.531	
128.628	53.80	72.25	2013-04-19T12:30:00	128.764	128.845	128.584	128.618	128.733	
128.815	128.556	128.586	57.18	80.26	2013-04-19T12:00:00	128.730	128.910	128.640	
128.764	128.698	128.879	128.608	128.733	77.54	78.86	2013-04-19T11:30:00	128.782	
128.956	128.700	128.730	128.750	128.932	128.672	128.698	73.59	65.47	
2013-04-19T11:00:00	128.349	128.786	128.303	128.782	128.321	128.756	128.274	128.750	
99.15	60.79	2013-04-19T10:30:00	128.242	128.369	128.154	128.349	128.211	128.339	
128.124	128.321	93.86	48.54	2013-04-19T10:00:00	128.168	128.296	128.078	128.242	
128.136	128.266	128.046	128.211	50.15	42.83	2013-04-19T09:30:00	128.297	128.323	
128.137	128.168	128.269	128.292	128.105	128.136	10.62	50.99	2013-04-19T09:00:00	
128.218	128.340	128.205	128.297	128.187	128.313	128.173	128.269	50.19	
65.73	2013-04-19T08:30:00	128.304	128.309	128.172	128.218	128.275	128.280	128.140	
128.187	37.87	65.46	2013-04-19T08:00:00	128.395	128.404	128.249	128.304	128.365	
128.375	128.217	128.275	65.34	72.41	2013-04-19T07:30:00	128.322	128.425	128.301	
128.395	128.293	128.397	128.265	128.365	90.91	69.82	2013-04-19T07:00:00	128.203	
