日時	
EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	OBV	
119.727	119.791	1249	2013-02-27T13:30:00	120.199	120.219	120.018	120.101	120.171	
120.189	119.987	120.072	4187	2013-02-27T13:00:00	120.092	120.268	120.028	120.199	
120.060	120.240	119.997	120.171	6156	2013-02-27T12:30:00	120.246	120.297	119.993	
120.092	120.216	120.264	119.961	120.060	3934	2013-02-27T12:00:00	119.962	120.369	
119.878	120.246	119.930	120.337	119.846	120.216	7164	2013-02-27T11:30:00	119.771	
120.012	119.693	119.962	119.741	119.980	119.661	119.930	3400	2013-02-27T11:00:00	
119.657	119.853	119.533	119.771	119.628	119.823	119.501	119.741	1198	
2013-02-27T10:30:00	119.624	119.862	119.600	119.657	119.594	119.836	119.571	119.628	
-1385	2013-02-27T10:00:00	120.225	120.240	119.580	119.624	120.194	120.210	119.550	
119.594	-4849	2013-02-27T09:30:00	120.431	120.476	120.119	120.225	120.399	120.450	
120.089	120.194	122	2013-02-27T09:00:00	120.386	120.544	120.290	120.431	120.356	
120.516	120.256	120.399	3599	2013-02-27T08:30:00	120.331	120.487	120.260	120.386	
120.299	120.459	120.230	120.356	173	2013-02-27T08:00:00	120.184	120.354	120.159	
120.331	120.145	120.322	120.129	120.299	-1948	2013-02-27T07:30:00	120.173	120.231	
120.133	120.184	120.133	120.181	120.081	120.145	-3487	2013-02-27T07:00:00	120.160	
120.263	120.145	120.173	120.125	120.196	120.054	120.133	-4453	2013-02-27T06:30:00	
120.093	120.189	120.017	120.160	120.061	120.150	119.984	120.125	-4998	
2013-02-27T06:00:00	120.170	120.170	120.027	120.093	120.135	120.136	119.995	120.061	
-6202	2013-02-27T05:30:00	120.149	120.282	120.119	120.170	120.119	120.246	120.088	
120.135	-4819	2013-02-27T05:00:00	120.048	120.169	120.029	120.149	120.014	120.144	
119.993	120.119	-7478	2013-02-27T04:30:00	120.028	120.227	120.009	120.048	119.997	
120.206	119.977	120.014	-9476	2013-02-27T04:00:00	119.848	120.111	119.789	120.028	
119.819	120.076	119.754	119.997	-12427	2013-02-27T03:30:00	119.648	119.848	119.593	
119.848	119.617	119.819	119.562	119.819	-15540	2013-02-27T03:00:00	119.746	119.818	
119.488	119.648	119.715	119.786	119.456	119.617	-18609	2013-02-27T02:30:00	119.357	
119.769	119.336	119.746	119.325	119.739	119.300	119.715	-15015	2013-02-27T02:00:00	
119.312	119.637	119.134	119.357	119.277	119.599	119.101	119.325	-19108	
2013-02-27T01:30:00	119.168	119.452	119.119	119.312	119.139	119.426	119.091	119.277	
-23699	2013-02-27T01:00:00	119.880	119.960	118.988	119.168	119.854	119.934	118.956	
119.139	-30318	2013-02-27T00:30:00	119.901	120.198	119.598	119.880	119.870	120.159	
119.567	119.854	-19290	2013-02-27T00:00:00	120.668	121.070	119.853	119.901	120.616	
121.030	119.818	119.870	-9262	2013-02-26T23:30:00	120.414	120.668	120.396	120.668	
120.388	120.630	120.364	120.616	1678	2013-02-26T23:00:00	120.321	120.686	120.292	
120.414	120.288	120.657	120.260	120.388	-3246	2013-02-26T22:30:00	119.922	120.396	
119.864	120.321	119.890	120.367	119.835	120.288	-9124	2013-02-26T22:00:00	120.549	
120.550	119.922	119.922	120.521	120.521	119.890	119.890	-14041	2013-02-26T21:30:00	
120.622	120.809	120.352	120.549	120.591	120.778	120.324	120.521	-9346	
2013-02-26T21:00:00	120.252	120.693	120.187	120.622	120.222	120.664	120.158	120.591	
-4928	2013-02-26T20:30:00	120.401	120.438	120.150	120.252	120.370	120.410	120.124	
120.222	-8957	2013-02-26T20:00:00	120.311	120.698	120.166	120.401	120.281	120.667	
120.127	120.370	-4925	2013-02-26T19:30:00	120.591	120.685	120.132	120.311	120.568	
120.655	120.106	120.281	-9435	2013-02-26T19:00:00	121.003	121.020	120.577	120.591	
120.975	120.990	120.548	120.568	-5059	2013-02-26T18:30:00	120.383	121.083	120.303	
121.003	120.351	121.055	120.272	120.975	458	2013-02-26T18:00:00	120.310	120.498	
120.052	120.383	120.279	120.471	120.023	120.351	-6051	2013-02-26T17:30:00	120.611	
120.759	120.219	120.310	120.580	120.731	120.189	120.279	-11922	2013-02-26T17:00:00	
119.827	120.650	119.795	120.611	119.795	120.624	119.772	120.580	-4858	
2013-02-26T16:30:00	119.093	119.906	119.071	119.827	119.064	119.877	119.040	119.795	
-13642	2013-02-26T16:00:00	119.871	119.930	119.058	119.093	119.839	119.900	119.027	
119.064	-21413	2013-02-26T15:30:00	120.207	120.294	119.871	119.871	120.176	120.265	
119.839	119.839	-13459	2013-02-26T15:00:00	120.214	120.278	120.029	120.207	120.182	
120.247	119.998	120.176	-9466	2013-02-26T14:30:00	120.085	120.318	119.948	120.214	
120.053	120.288	119.918	120.182	-6434	2013-02-26T14:00:00	120.200	120.282	119.917	
120.085	120.172	120.252	119.888	120.053	-9301	2013-02-26T13:30:00	120.212	120.217	
119.824	120.200	120.180	120.187	119.791	120.172	-5772	2013-02-26T13:00:00	120.475	
120.515	120.018	120.212	120.458	120.485	119.989	120.180	-1492	2013-02-26T12:30:00	
120.911	120.926	120.319	120.475	120.880	120.896	120.285	120.458	4572	
2013-02-26T12:00:00	120.980	120.992	120.842	120.911	120.948	120.962	120.814	120.880	
9133	2013-02-26T11:30:00	121.087	121.115	120.919	120.980	121.057	121.085	120.887	
120.948	11126	2013-02-26T11:00:00	121.060	121.174	120.992	121.087	121.035	121.147	
120.962	121.057	13421	2013-02-26T10:30:00	121.044	121.135	120.830	121.060	121.017	
121.105	120.799	121.035	10923	2013-02-26T10:00:00	121.131	121.185	120.894	121.044	
121.101	121.155	120.863	121.017	7810	2013-02-26T09:30:00	121.136	121.377	121.066	
121.131	121.105	121.350	121.035	121.101	11860	2013-02-26T09:00:00	120.698	121.209	
120.698	121.136	120.666	121.179	120.666	121.105	16405	2013-02-26T08:30:00	120.924	
121.148	120.526	120.698	120.895	121.116	120.492	120.666	11797	2013-02-26T08:00:00	
120.388	121.028	120.310	120.924	120.336	120.995	120.278	120.895	16529	
2013-02-26T07:30:00	120.407	120.499	120.329	120.388	120.359	120.466	120.282	120.336	
11052	2013-02-26T07:00:00	119.965	120.555	119.865	120.407	119.910	120.529	119.805	
120.359	14144	2013-02-26T06:30:00	119.899	120.411	119.677	119.965	119.847	120.377	
119.634	119.910	10568	2013-02-26T06:00:00	119.240	119.899	119.160	119.899	119.212	
119.852	119.127	119.847	5829	2013-02-26T05:30:00	119.920	119.948	118.748	119.240	
119.877	119.912	118.706	119.212	-1231	2013-02-26T05:00:00	121.547	121.547	119.893	
119.920	121.516	121.516	119.853	119.877	13774	2013-02-26T04:30:00	121.726	121.862	
120.960	121.547	121.694	121.836	120.923	121.516	19914	2013-02-26T04:00:00	121.711	
121.881	120.834	121.726	121.674	121.849	120.790	121.694	27066	2013-02-26T03:30:00	
123.066	123.068	121.705	121.711	123.034	123.034	121.673	121.674	16897	
2013-02-26T03:00:00	123.261	123.269	123.052	123.066	123.227	123.243	123.018	123.034	
23589	2013-02-26T02:30:00	123.220	123.316	122.977	123.261	123.188	123.286	122.949	
123.227	26107	2013-02-26T02:00:00	122.990	123.299	122.848	123.220	122.961	123.267	
122.817	123.188	21804	2013-02-26T01:30:00	123.667	123.818	122.881	122.990	123.642	
123.792	122.849	122.961	16529	2013-02-26T01:00:00	123.960	124.002	123.526	123.667	
123.927	123.968	123.497	123.642	24172	2013-02-26T00:30:00	124.473	124.483	123.888	
123.960	124.443	124.451	123.859	123.927	32067	2013-02-26T00:00:00	124.957	125.090	
124.473	124.473	124.928	125.063	124.442	124.443	39752	2013-02-25T23:30:00	125.030	
125.172	124.833	124.957	125.001	125.147	124.803	124.928	44878	2013-02-25T23:00:00	
124.918	125.201	124.885	125.030	124.886	125.172	124.854	125.001	48751	
2013-02-25T22:30:00	124.972	125.056	124.863	124.918	124.940	125.029	124.838	124.886	
43216	2013-02-25T22:00:00	124.993	125.235	124.971	124.972	124.962	125.205	124.938	
124.940	46552	2013-02-25T21:30:00	124.686	125.093	124.616	124.993	124.657	125.063	
124.586	124.962	50865	2013-02-25T21:00:00	124.415	124.785	124.373	124.686	124.384	
124.756	124.345	124.657	46454	2013-02-25T20:30:00	124.421	124.514	124.386	124.415	
124.399	124.488	124.355	124.384	43313	2013-02-25T20:00:00	124.563	124.582	124.293	
124.421	124.536	124.552	124.267	124.399	45606	2013-02-25T19:30:00	124.409	124.618	
124.408	124.563	124.379	124.587	124.376	124.536	49158	2013-02-25T19:00:00	124.290	
124.501	124.133	124.409	124.261	124.470	124.108	124.379	45376	2013-02-25T18:30:00	
124.399	124.443	124.205	124.290	124.369	124.413	124.178	124.261	42072	
2013-02-25T18:00:00	124.270	124.509	124.110	124.399	124.240	124.480	124.080	124.369	
45347	2013-02-25T17:30:00	124.567	124.567	124.137	124.270	124.535	124.537	124.107	
124.240	40868	2013-02-25T17:00:00	124.472	124.695	124.437	124.567	124.441	124.667	
124.408	124.535	45017	2013-02-25T16:30:00	124.518	124.518	124.234	124.472	124.490	
124.491	124.206	124.441	40752	2013-02-25T16:00:00	124.546	124.673	124.475	124.518	
124.514	124.646	124.445	124.490	44316	2013-02-25T15:30:00	124.473	124.678	124.450	
124.546	124.443	124.647	124.421	124.514	47170	2013-02-25T15:00:00	124.329	124.543	
124.310	124.473	124.299	124.514	124.278	124.443	44400	2013-02-25T14:30:00	124.149	
124.423	124.137	124.329	124.119	124.391	124.107	124.299	42037	2013-02-25T14:00:00	
124.132	124.196	124.088	124.149	124.101	124.168	124.057	124.119	39754	
2013-02-25T13:30:00	124.067	124.164	124.061	124.132	124.035	124.134	124.032	124.101	
38586	2013-02-25T13:00:00	124.075	124.107	124.031	124.067	124.044	124.082	124.000	
124.035	37556	2013-02-25T12:30:00	124.152	124.152	124.002	124.075	124.123	124.125	
123.972	124.044	38731	2013-02-25T12:00:00	124.156	124.210	124.124	124.152	124.124	
124.180	124.092	124.123	40042	2013-02-25T11:30:00	124.073	124.165	124.057	124.156	
124.044	124.144	124.027	124.124	41262	2013-02-25T11:00:00	124.007	124.210	123.994	
124.073	123.976	124.180	123.964	124.044	39766	2013-02-25T10:30:00	124.108	124.220	
123.947	124.007	124.078	124.188	123.917	123.976	37636	2013-02-25T10:00:00	124.091	
124.137	123.916	124.108	124.062	124.110	123.885	124.078	40067	2013-02-25T09:30:00	
124.110	124.186	123.991	124.091	124.079	124.158	123.960	124.062	37251	
2013-02-25T09:00:00	124.327	124.352	124.058	124.110	124.296	124.324	124.020	124.079	
40206	2013-02-25T08:30:00	124.488	124.490	124.279	124.327	124.457	124.458	124.247	
124.296	43649	2013-02-25T08:00:00	124.421	124.529	124.152	124.488	124.388	124.502	
124.118	124.457	45436	2013-02-25T07:30:00	124.358	124.551	124.321	124.421	124.310	
124.501	124.258	124.388	42208	2013-02-25T07:00:00	125.060	125.060	124.337	124.358	
125.032	125.032	124.242	124.310	39578	2013-02-25T06:30:00	125.239	125.283	124.926	
125.060	125.082	125.204	124.838	125.032	43020	2013-02-25T06:00:00	125.166	125.260	
125.091	125.239	125.099	125.170	125.001	125.082	43730	2013-02-25T05:30:00	125.201	
125.244	125.095	125.166	125.106	125.132	124.989	125.099	44169	2013-02-25T05:00:00	
125.371	125.411	125.201	125.201	125.225	125.305	125.106	125.106	44403	
2013-02-25T04:30:00	123.185	125.377	123.185	125.371	123.152	125.288	123.152	125.225	
44517	2013-02-23T06:30:00	123.197	123.254	123.091	123.185	123.152	123.190	123.026	
123.152	44313	2013-02-23T06:00:00	123.239	123.241	123.152	123.197	123.209	123.210	
123.120	123.152	44313	2013-02-23T05:30:00	123.213	123.241	123.187	123.239	123.184	
123.210	123.155	123.209	45254	2013-02-23T05:00:00	123.113	123.214	123.108	123.213	
123.089	123.187	123.078	123.184	44286	2013-02-23T04:30:00	123.185	123.239	123.091	
123.113	123.154	123.207	123.059	123.089	43135	2013-02-23T04:00:00	123.186	123.207	
123.077	123.185	123.157	123.178	123.046	123.154	45156	2013-02-23T03:30:00	123.161	
123.276	123.098	123.186	123.133	123.245	123.067	123.157	46538	2013-02-23T03:00:00	
123.261	123.276	123.122	123.161	123.231	123.247	123.092	123.133	44952	
2013-02-23T02:30:00	123.072	123.303	123.035	123.261	123.041	123.272	123.003	123.231	
46972	2013-02-23T02:00:00	122.915	123.136	122.883	123.072	122.885	123.108	122.855	
123.041	44792	2013-02-23T01:30:00	122.925	122.990	122.880	122.915	122.894	122.963	
122.849	122.885	43015	2013-02-23T01:00:00	122.720	122.985	122.701	122.925	122.689	
122.956	122.672	122.894	45047	2013-02-23T00:30:00	122.786	122.806	122.576	122.720	
122.754	122.775	122.549	122.689	41601	2013-02-23T00:00:00	122.787	122.843	122.605	
122.786	122.769	122.813	122.574	122.754	45117	2013-02-22T23:30:00	123.146	123.259	
122.744	122.787	123.116	123.230	122.713	122.769	50535	2013-02-22T23:00:00	123.049	
123.173	123.000	123.146	123.017	123.145	122.970	123.116	55835	2013-02-22T22:30:00	
123.177	123.202	123.033	123.049	123.145	123.177	123.004	123.017	52480	
2013-02-22T22:00:00	122.988	123.190	122.879	123.177	122.957	123.162	122.853	123.145	
55155	2013-02-22T21:30:00	122.937	123.042	122.842	122.988	122.910	123.013	122.811	
122.957	51942	2013-02-22T21:00:00	122.831	123.048	122.828	122.937	122.803	123.019	
122.797	122.910	49505	2013-02-22T20:30:00	122.920	122.981	122.713	122.831	122.890	
122.952	122.682	122.803	46927	2013-02-22T20:00:00	123.137	123.464	122.697	122.920	
123.102	123.432	122.665	122.890	49874	2013-02-22T19:30:00	123.250	123.294	123.131	
123.137	123.223	123.265	123.100	123.102	56660	2013-02-22T19:00:00	123.363	123.390	
123.053	123.250	123.332	123.361	123.023	123.223	58824	2013-02-22T18:30:00	123.500	
123.525	123.306	123.363	123.469	123.495	123.276	123.332	62951	2013-02-22T18:00:00	
123.492	123.806	123.426	123.500	123.454	123.763	123.378	123.469	65934	
2013-02-22T17:30:00	123.499	123.666	123.379	123.492	123.468	123.638	123.349	123.454	
60767	2013-02-22T17:00:00	123.248	123.513	123.087	123.499	123.218	123.483	123.056	
123.468	65081	2013-02-22T16:30:00	123.338	123.368	123.044	123.248	123.307	123.338	
123.018	123.218	60150	2013-02-22T16:00:00	123.284	123.409	123.209	123.338	123.244	
123.379	123.177	123.307	63195	2013-02-22T15:30:00	123.268	123.406	123.263	123.284	
123.242	123.377	123.231	123.244	60720	2013-02-22T15:00:00	123.225	123.277	123.209	
123.268	123.197	123.247	123.177	123.242	59231	2013-02-22T14:30:00	123.221	123.375	
123.206	123.225	123.191	123.347	123.174	123.197	58066	2013-02-22T14:00:00	123.385	
123.410	123.185	123.221	123.355	123.382	123.156	123.191	55942	2013-02-22T13:30:00	
123.277	123.471	123.157	123.385	123.249	123.441	123.129	123.355	58685	
2013-02-22T13:00:00	123.161	123.438	123.155	123.277	123.130	123.416	123.125	123.249	
56695	2013-02-22T12:30:00	122.976	123.193	122.976	123.161	122.948	123.164	122.948	
123.130	53483	2013-02-22T12:00:00	122.893	123.034	122.881	122.976	122.862	123.010	
122.849	122.948	51302	2013-02-22T11:30:00	123.059	123.076	122.886	122.893	123.031	
123.048	122.855	122.862	50036	2013-02-22T11:00:00	122.794	123.111	122.609	123.059	
122.762	123.083	122.583	123.031	52089	2013-02-22T10:30:00	122.803	122.817	122.726	
122.794	122.773	122.787	122.696	122.762	48392	2013-02-22T10:00:00	122.929	122.945	
122.752	122.803	122.898	122.915	122.723	122.773	49846	2013-02-22T09:30:00	123.048	
123.058	122.901	122.929	123.016	123.029	122.873	122.898	52464	2013-02-22T09:00:00	
122.900	123.189	122.877	123.048	122.868	123.160	122.847	123.016	54990	
2013-02-22T08:30:00	122.804	122.913	122.784	122.900	122.770	122.886	122.750	122.868	
51528	2013-02-22T08:00:00	122.695	122.874	122.683	122.804	122.648	122.846	122.648	
122.770	49845	2013-02-22T07:30:00	122.811	122.831	122.572	122.695	122.769	122.797	
122.524	122.648	47770	2013-02-22T07:00:00	122.826	122.877	122.797	122.811	122.789	
122.847	122.711	122.769	49057	2013-02-22T06:30:00	122.723	122.865	122.678	122.826	
122.691	122.827	122.646	122.789	49596	2013-02-22T06:00:00	122.800	122.817	122.719	
122.723	122.771	122.787	122.687	122.691	48380	2013-02-22T05:30:00	122.842	122.944	
122.751	122.800	122.811	122.917	122.720	122.771	49435	2013-02-22T05:00:00	122.638	
122.895	122.622	122.842	122.606	122.864	122.592	122.811	50962	2013-02-22T04:30:00	
122.583	122.672	122.456	122.638	122.551	122.641	122.426	122.606	48602	
2013-02-22T04:00:00	122.661	122.700	122.542	122.583	122.630	122.673	122.513	122.551	
46879	2013-02-22T03:30:00	122.502	122.667	122.480	122.661	122.470	122.642	122.448	
122.630	48931	2013-02-22T03:00:00	122.632	122.683	122.456	122.502	122.605	122.655	
122.426	122.470	46902	2013-02-22T02:30:00	122.639	122.689	122.483	122.632	122.610	
122.666	122.457	122.605	49505	2013-02-22T02:00:00	122.768	122.805	122.482	122.639	
122.740	122.777	122.455	122.610	51291	2013-02-22T01:30:00	122.816	122.923	122.761	
122.768	122.786	122.895	122.730	122.740	54391	2013-02-22T01:00:00	122.817	122.988	
122.777	122.816	122.787	122.963	122.747	122.786	56560	2013-02-22T00:30:00	123.012	
123.038	122.801	122.817	122.982	123.012	122.781	122.787	60638	2013-02-22T00:00:00	
122.973	123.172	122.706	123.012	122.967	123.147	122.674	122.982	64836	
2013-02-21T23:30:00	123.187	123.246	122.923	122.973	123.157	123.217	122.892	122.967	
58577	2013-02-21T23:00:00	122.883	123.265	122.845	123.187	122.855	123.236	122.816	
123.157	63139	2013-02-21T22:30:00	122.933	122.982	122.734	122.883	122.912	122.952	
122.702	122.855	58482	2013-02-21T22:00:00	122.869	123.069	122.835	122.933	122.837	
123.039	122.804	122.912	62497	2013-02-21T21:30:00	122.658	122.881	122.593	122.869	
122.628	122.856	122.561	122.837	58129	2013-02-21T21:00:00	122.431	122.658	122.276	
122.658	122.401	122.628	122.244	122.628	54990	2013-02-21T20:30:00	122.601	122.653	
122.347	122.431	122.570	122.622	122.323	122.401	50842	2013-02-21T20:00:00	122.768	
122.831	122.563	122.601	122.741	122.800	122.541	122.570	55674	2013-02-21T19:30:00	
123.031	123.065	122.535	122.768	123.001	123.039	122.505	122.741	60117	
2013-02-21T19:00:00	123.261	123.261	122.934	123.031	123.231	123.233	122.908	123.001	
65537	2013-02-21T18:30:00	123.228	123.293	122.990	123.261	123.199	123.267	122.958	
123.231	69864	2013-02-21T18:00:00	123.283	123.352	123.133	123.228	123.254	123.324	
123.103	123.199	64947	2013-02-21T17:30:00	123.506	123.538	123.090	123.283	123.478	
123.509	123.064	123.254	70834	2013-02-21T17:00:00	123.947	124.036	123.506	123.506	
123.916	124.006	123.475	123.478	79008	2013-02-21T16:30:00	123.942	124.132	123.815	
123.947	123.914	124.105	123.786	123.916	84168	2013-02-21T16:00:00	124.041	124.053	
123.766	123.942	124.017	124.022	123.741	123.914	81046	2013-02-21T15:30:00	123.837	
124.065	123.783	124.041	123.810	124.037	123.756	124.017	83987	2013-02-21T15:00:00	
123.727	123.859	123.694	123.837	123.697	123.832	123.663	123.810	81784	
2013-02-21T14:30:00	123.920	123.933	123.652	123.727	123.897	123.920	123.623	123.697	
79291	2013-02-21T14:00:00	124.011	124.026	123.894	123.920	123.979	123.997	123.869	
123.897	82786	2013-02-21T13:30:00	123.869	124.047	123.838	124.011	123.839	124.016	
123.808	123.979	84698	2013-02-21T13:00:00	123.965	124.021	123.851	123.869	123.933	
123.991	123.823	123.839	82631	2013-02-21T12:30:00	124.249	124.249	123.830	123.965	
124.218	124.218	123.801	123.933	84373	2013-02-21T12:00:00	124.336	124.352	124.231	
124.249	124.306	124.321	124.202	124.218	88645	2013-02-21T11:30:00	124.359	124.369	
124.214	124.336	124.329	124.342	124.184	124.306	89504	2013-02-21T11:00:00	124.379	
124.381	124.224	124.359	124.350	124.356	124.192	124.329	91630	2013-02-21T10:30:00	
124.504	124.509	124.366	124.379	124.472	124.478	124.338	124.350	93781	
2013-02-21T10:00:00	124.658	124.662	124.433	124.504	124.628	124.632	124.406	124.472	
96090	2013-02-21T09:30:00	124.513	124.723	124.481	124.658	124.481	124.693	124.451	
124.628	98417	2013-02-21T09:00:00	124.354	124.607	124.322	124.513	124.323	124.579	
124.293	124.481	96142	2013-02-21T08:30:00	124.402	124.427	124.318	124.354	124.368	
124.398	124.286	124.323	93904	2013-02-21T08:00:00	124.535	124.535	124.353	124.402	
124.492	124.503	124.322	124.368	95264	2013-02-21T07:30:00	124.347	124.559	124.343	
124.535	124.295	124.514	124.292	124.492	96676	2013-02-21T07:00:00	124.313	124.376	
124.249	124.347	124.261	124.335	124.182	124.295	95729	2013-02-21T06:30:00	124.316	
124.424	124.288	124.313	124.284	124.392	124.243	124.261	94653	2013-02-21T06:00:00	
124.193	124.393	124.190	124.316	124.162	124.365	124.162	124.284	95814	
2013-02-21T05:30:00	124.482	124.562	124.193	124.193	124.450	124.531	124.162	124.162	
94067	2013-02-21T05:00:00	124.649	124.651	124.344	124.482	124.617	124.623	124.322	
124.450	96870	2013-02-21T04:30:00	124.745	124.809	124.597	124.649	124.715	124.781	
124.567	124.617	100007	2013-02-21T04:00:00	125.013	125.269	124.523	124.745	124.976	
125.228	124.496	124.715	104083	2013-02-21T03:30:00	125.075	125.084	124.899	125.013	
125.044	125.054	124.870	124.976	113007	2013-02-21T03:00:00	124.954	125.111	124.941	
125.075	124.924	125.084	124.910	125.044	115125	2013-02-21T02:30:00	124.858	124.981	
124.774	124.954	124.827	124.949	124.745	124.924	113573	2013-02-21T02:00:00	124.886	
124.932	124.783	124.858	124.854	124.904	124.754	124.827	111463	2013-02-21T01:30:00	
125.098	125.105	124.802	124.886	125.066	125.078	124.772	124.854	113592	
2013-02-21T01:00:00	125.278	125.337	125.065	125.098	125.249	125.312	125.036	125.066	
116696	2013-02-21T00:30:00	125.309	125.416	125.268	125.278	125.280	125.391	125.241	
125.249	120898	2013-02-21T00:00:00	125.280	125.423	125.272	125.309	125.253	125.396	
125.241	125.280	123835	2013-02-20T23:30:00	125.326	125.439	125.268	125.280	125.296	
125.411	125.236	125.253	120796	2013-02-20T23:00:00	125.382	125.561	125.320	125.326	
125.353	125.532	125.290	125.296	123733	2013-02-20T22:30:00	125.002	125.474	124.950	
125.382	124.967	125.446	124.922	125.353	127254	2013-02-20T22:00:00	125.170	125.189	
124.880	125.002	125.138	125.162	124.850	124.967	122972	2013-02-20T21:30:00	125.121	
125.182	125.067	125.170	125.091	125.153	125.038	125.138	125432	2013-02-20T21:00:00	
125.164	125.235	125.052	125.121	125.132	125.204	125.019	125.091	123637	
2013-02-20T20:30:00	125.390	125.398	125.153	125.164	125.359	125.368	125.121	125.132	
126422	2013-02-20T20:00:00	125.152	125.413	125.138	125.390	125.127	125.386	125.109	
125.359	128741	2013-02-20T19:30:00	125.149	125.302	125.093	125.152	125.117	125.274	
125.064	125.127	125150	2013-02-20T19:00:00	125.342	125.369	124.980	125.149	125.313	
125.340	124.949	125.117	121779	2013-02-20T18:30:00	125.261	125.430	125.187	125.342	
125.231	125.402	125.155	125.313	126168	2013-02-20T18:00:00	125.329	125.339	125.147	
125.261	125.301	125.310	125.116	125.231	121575	2013-02-20T17:30:00	125.307	125.387	
125.232	125.329	125.279	125.358	125.203	125.301	123959	2013-02-20T17:00:00	125.210	
125.337	125.177	125.307	125.179	125.310	125.148	125.279	121194	2013-02-20T16:30:00	
125.232	125.263	125.106	125.210	125.206	125.236	125.075	125.179	117965	
2013-02-20T16:00:00	125.280	125.441	125.143	125.232	125.250	125.412	125.118	125.206	
120568	2013-02-20T15:30:00	125.213	125.397	125.164	125.280	125.181	125.374	125.134	
125.250	123669	2013-02-20T15:00:00	125.063	125.251	124.959	125.213	125.031	125.225	
124.928	125.181	120841	2013-02-20T14:30:00	125.041	125.155	124.920	125.063	125.020	
125.127	124.888	125.031	118112	2013-02-20T14:00:00	125.396	125.403	124.958	125.041	
125.364	125.373	124.928	125.020	114977	2013-02-20T13:30:00	125.308	125.414	125.260	
125.396	125.278	125.388	125.232	125.364	117847	2013-02-20T13:00:00	125.389	125.400	
125.240	125.308	125.362	125.370	125.210	125.278	116569	2013-02-20T12:30:00	125.432	
125.503	125.319	125.389	125.402	125.473	125.292	125.362	118351	2013-02-20T12:00:00	
125.458	125.506	125.371	125.432	125.428	125.479	125.339	125.402	119572	
2013-02-20T11:30:00	125.362	125.479	125.310	125.458	125.335	125.448	125.281	125.428	
120953	2013-02-20T11:00:00	125.724	125.735	125.269	125.362	125.694	125.708	125.234	
125.335	118152	2013-02-20T10:30:00	125.779	125.851	125.649	125.724	125.749	125.824	
125.619	125.694	121392	2013-02-20T10:00:00	125.707	125.914	125.657	125.779	125.681	
125.887	125.627	125.749	123257	2013-02-20T09:30:00	125.707	125.755	125.606	125.707	
125.679	125.726	125.575	125.681	121005	2013-02-20T09:00:00	125.544	125.783	125.472	
125.707	125.512	125.753	125.444	125.679	118517	2013-02-20T08:30:00	125.508	125.685	
125.480	125.544	125.483	125.654	125.448	125.512	114812	2013-02-20T08:00:00	125.267	
125.577	125.227	125.508	125.222	125.552	125.193	125.483	110909	2013-02-20T07:30:00	
125.258	125.299	125.217	125.267	125.218	125.262	125.177	125.222	109027	
2013-02-20T07:00:00	125.293	125.362	125.238	125.258	125.256	125.315	125.200	125.218	
108356	2013-02-20T06:30:00	125.271	125.314	125.224	125.293	125.241	125.281	125.193	
125.256	108907	2013-02-20T06:00:00	125.310	125.331	125.230	125.271	125.279	125.305	
125.198	125.241	107930	2013-02-20T05:30:00	125.228	125.373	125.203	125.310	125.197	
125.353	125.175	125.279	108883	2013-02-20T05:00:00	125.120	125.255	125.102	125.228	
125.089	125.226	125.075	125.197	107427	2013-02-20T04:30:00	125.016	125.170	125.010	
125.120	124.984	125.138	124.979	125.089	106244	2013-02-20T04:00:00	125.002	125.045	
124.932	125.016	124.975	125.015	124.904	124.984	104533	2013-02-20T03:30:00	124.980	
125.077	124.976	125.002	124.955	125.049	124.946	124.975	102869	2013-02-20T03:00:00	
125.196	125.261	124.972	124.980	125.165	125.233	124.944	124.955	101524	
2013-02-20T02:30:00	125.233	125.284	125.171	125.196	125.204	125.260	125.141	125.165	
103977	2013-02-20T02:00:00	125.245	125.322	125.194	125.233	125.213	125.293	125.162	
125.204	105000	2013-02-20T01:30:00	125.138	125.337	125.137	125.245	125.109	125.307	
125.106	125.213	106750	2013-02-20T01:00:00	124.928	125.138	124.920	125.138	124.897	
125.109	124.890	125.109	103010	2013-02-20T00:30:00	125.105	125.122	124.917	124.928	
125.076	125.092	124.889	124.897	100254	2013-02-20T00:00:00	125.134	125.153	125.003	
125.105	125.104	125.125	124.971	125.076	103170	2013-02-19T23:30:00	124.994	125.202	
124.988	125.134	124.967	125.177	124.958	125.104	105779	2013-02-19T23:00:00	124.818	
125.022	124.772	124.994	124.791	124.992	124.742	124.967	101651	2013-02-19T22:30:00	
124.804	124.856	124.767	124.818	124.774	124.827	124.740	124.791	98965	
2013-02-19T22:00:00	124.675	124.922	124.675	124.804	124.645	124.893	124.645	124.774	
97102	2013-02-19T21:30:00	124.788	124.837	124.638	124.675	124.758	124.812	124.609	
124.645	93778	2013-02-19T21:00:00	124.761	124.869	124.725	124.788	124.730	124.840	
124.695	124.758	95910	2013-02-19T20:30:00	124.807	124.841	124.707	124.761	124.777	
124.814	124.676	124.730	93334	2013-02-19T20:00:00	124.719	124.848	124.677	124.807	
